opeid,associates,bachelors,firstprofessional,gradprofessional,mastersordoctors,nondegree,nondegree1year,nondegree2years,nondegree3years,private,proprietary,public,hbcuCollege,hispanicCollege,nativeAmericanCollege,notReportedCollege
2934,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2936,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2939,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2940,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2941,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2942,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2943,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2944,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2945,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2946,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2948,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2949,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2950,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2951,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2953,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2955,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2956,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2957,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2960,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2961,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2962,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2964,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2968,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2970,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2972,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2974,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2975,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2976,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2978,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2979,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2980,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2981,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2982,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2983,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2984,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2985,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2986,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2988,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2989,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2990,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2991,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2992,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2993,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2994,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2997,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3005,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3008,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3011,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3016,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3018,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3023,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3024,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3025,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3026,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3029,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3030,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3031,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3032,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3035,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3036,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3037,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3039,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3040,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3041,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3042,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3045,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3046,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3048,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3049,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3050,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3051,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3065,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3066,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3068,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3069,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3072,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3073,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3075,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3077,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3078,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3083,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3084,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3085,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3086,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3089,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3090,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3100,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3109,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3110,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3113,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3114,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3119,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3121,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3122,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3123,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3125,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3127,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3131,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3134,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3135,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3141,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3142,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3144,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3145,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3146,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3147,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3149,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3150,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3151,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3152,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3153,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3154,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3155,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3156,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3157,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3158,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3160,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3161,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3162,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3163,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3164,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3165,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3166,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3167,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3168,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3170,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3172,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3174,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3178,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3179,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3180,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3181,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3184,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3185,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3186,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3188,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3191,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3193,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3196,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3197,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3198,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3204,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3206,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3207,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3208,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3209,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3210,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3211,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3212,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3213,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3216,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3218,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3219,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3220,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3221,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3222,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3223,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3224,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3225,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3227,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3228,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3229,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3230,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3231,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3233,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3235,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3237,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3238,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3239,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3241,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3242,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3243,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3244,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3245,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3247,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3249,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3251,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3253,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3256,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3258,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3259,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3262,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3263,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3265,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3266,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3267,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3268,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3272,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3273,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3275,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3277,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3279,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3282,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3283,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3284,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3285,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3286,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3287,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3288,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3289,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3291,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3293,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3294,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3296,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3297,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3298,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3300,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3301,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3302,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3303,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3304,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3306,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3309,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3313,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3315,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3316,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3318,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3320,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3321,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3322,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3323,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3325,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3327,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3328,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3350,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3351,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3352,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3353,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3356,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3357,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3358,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3359,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3362,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3366,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3367,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3368,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3369,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3370,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3371,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3376,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3378,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3379,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3384,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3385,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3389,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3391,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3392,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3393,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3394,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3395,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3396,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3399,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3401,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3402,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3404,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3406,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3407,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3408,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3409,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3410,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3411,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3414,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3417,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3418,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3419,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3420,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3421,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3422,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3423,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3424,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3425,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3426,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3427,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3428,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3429,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3430,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3431,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3432,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3434,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3435,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3436,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3438,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3439,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3440,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3445,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3446,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3447,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3448,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3449,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3450,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3451,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3454,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3455,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3456,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3457,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3458,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3459,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3461,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3463,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3465,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3466,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3467,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3469,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3470,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3471,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3474,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3478,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3479,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3480,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3481,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3482,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3483,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3484,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3485,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3486,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3487,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3490,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3492,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3495,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3496,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3499,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3500,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3501,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3502,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3504,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3505,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3506,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3507,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3509,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3510,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3517,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3518,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3519,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3522,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3523,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3525,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3526,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3527,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3528,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3529,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3530,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3531,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3534,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3535,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3536,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3537,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3539,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3540,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3541,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3543,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3544,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3545,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3546,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3549,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3553,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3556,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3557,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3558,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3560,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3561,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3562,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3563,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3564,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3565,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3568,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3570,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3571,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3572,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3573,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3574,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3575,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3576,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3577,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3578,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3579,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3580,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3581,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3582,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
