opeid,stateabv,state,county,city,name,address,zipcode,zipext,proglength,schooltype,year1,num1,denom1,drate1,prate1,ethniccode,congdis,region,averageorgreaterthan30,year2,num2,denom2,drate2,prate2,year3,num3,denom3,drate3,prate3,lat,lng,population,density,military,agemedian,male,female,married,familysize,incomehouseholdmedian,incomehouseholdsixfigure,homeownership,homevalue,rentmedian,educationcollegeorabove,laborforceparticipation,unemploymentrate,racewhite,raceblack,raceasian,racenative,racepacific,raceother,racemultiple
3084,OH,Ohio,Muskingum,New Concord,MUSKINGUM UNIVERSITY                                             ,163 STORMONT STREET                               ,43762,1199,8,2,2016,65,651,9.9,A,5,18,5,0,2015,63.0,713.0,8.8,A,2014,55.0,770.0,7.1,A,39.9948,-81.7379,2677.0,537.0,False,21.2,44.6,55.4,23.7,3.24,42083.0,17.2,55.3,138124.0,863.0,38.8,54.8,9.3,89.3,3.2,3.0,0.0,0.0,0.1,4.5
3085,OH,Ohio,Cuyahoga,South Euclid,NOTRE DAME COLLEGE OF OHIO                                       ,4545 COLLEGE ROAD                                 ,44121,4293,8,2,2016,67,742,9.0,A,5,11,5,0,2015,88.0,809.0,10.8,A,2014,70.0,735.0,9.5,A,41.5239,-81.5245,21598.0,1793.0,False,38.6,44.5,55.5,41.5,3.02,57058.0,22.0,73.0,98307.0,984.0,39.0,67.9,5.4,49.7,42.1,2.6,0.1,0.1,1.5,4.0
3086,OH,Ohio,Lorain,Oberlin,OBERLIN COLLEGE                                                  ,70 NORTH PROFESSOR STREET                         ,44074,1090,8,2,2016,8,387,2.0,A,5,9,5,0,2015,6.0,384.0,1.5,A,2014,14.0,457.0,3.0,A,41.2857,-82.2197,7958.0,650.0,False,23.8,45.2,54.8,30.2,2.87,51117.0,21.1,55.6,148381.0,972.0,47.0,54.2,8.0,69.1,14.7,5.9,0.5,0.0,1.3,8.6
3089,OH,Ohio,Hardin,Ada,OHIO NORTHERN UNIVERSITY                                         ,525 SOUTH MAIN STREET                             ,45810,1555,8,2,2016,28,747,3.7,P,5,4,5,0,2015,24.0,723.0,3.3,P,2014,18.0,771.0,2.3,P,40.768,-83.8252,5598.0,1037.0,False,21.8,50.1,49.9,28.8,2.94,38313.0,9.4,43.5,91198.0,861.0,28.6,63.0,5.7,91.4,1.1,4.0,0.0,0.0,0.3,3.2
3090,OH,Ohio,Franklin,Columbus,OHIO STATE UNIVERSITY (THE)                                      ,205 BRICKER HALL                   190 NORTH OVAL ,43210,1358,8,1,2016,514,11355,4.5,P,5,15,5,0,2015,585.0,11670.0,5.0,P,2014,594.0,12058.0,4.9,P,39.986,-82.9851,1528314.0,1551.0,False,32.2,48.7,51.3,36.5,3.16,49478.0,18.0,45.1,135042.0,1105.0,35.1,70.2,6.3,60.5,28.3,5.2,0.2,0.0,1.7,4.1
3100,OH,Ohio,Athens,Athens,OHIO UNIVERSITY                                                  ,020 CHUBB HALL                                    ,45701,2979,8,1,2016,657,8741,7.5,P,5,6,5,0,2015,946.0,9731.0,9.7,P,2014,945.0,9684.0,9.7,P,39.3269,-82.0987,29926.0,990.0,False,21.4,50.2,49.8,14.8,2.75,24326.0,12.5,28.6,176939.0,872.0,63.2,51.3,10.5,83.5,4.6,6.8,0.0,0.2,0.8,4.1
3109,OH,Ohio,Delaware,Delaware,OHIO WESLEYAN UNIVERSITY                                         ,61 SOUTH SANDUSKY STREET                          ,43015,2398,6,2,2016,13,439,2.9,A,5,12,5,0,2015,17.0,403.0,4.2,A,2014,11.0,407.0,2.7,A,40.2866,-83.0747,39267.0,787.0,False,34.5,47.6,52.4,50.1,3.21,62154.0,27.5,63.0,167148.0,1312.0,35.8,68.3,2.7,89.9,5.2,1.9,0.1,0.0,0.6,2.3
3110,OH,Ohio,Franklin,Westerville,OTTERBEIN UNIVERSITY                                             ,1 SOUTH GROVE STREET                              ,43081,2006,8,2,2016,29,724,4.0,A,5,12,5,0,2015,37.0,787.0,4.7,A,2014,40.0,820.0,4.8,A,40.1241,-82.9209,39737.0,1217.0,False,41.2,48.5,51.5,55.3,3.04,86466.0,42.0,77.6,214235.0,1486.0,51.2,68.1,3.6,86.2,8.0,2.1,0.0,0.0,0.4,3.2
3113,OH,Ohio,Franklin,Columbus,PONTIFICAL COLLEGE JOSEPHINUM                                    ,7625 NORTH HIGH STREET                            ,43235,1498,8,2,2016,0,37,0.0,B,5,12,5,1,2015,1.0,27.0,3.7,B,2014,1.0,27.0,3.7,B,39.986,-82.9851,1528314.0,1551.0,False,32.2,48.7,51.3,36.5,3.16,49478.0,18.0,45.1,135042.0,1105.0,35.1,70.2,6.3,60.5,28.3,5.2,0.2,0.0,1.7,4.1
3114,OH,Ohio,Erie,Sandusky,FIRELANDS REGIONAL MEDICAL CENTER                                ,1912 HAYES AVENUE                                 ,44870,4788,11,2,2016,2,66,3.0,P,5,9,5,0,2015,1.0,40.0,2.5,P,2014,1.0,54.0,1.8,P,41.4437,-82.7149,47188.0,987.0,False,38.2,48.2,51.8,34.0,2.95,36117.0,7.9,53.0,79304.0,711.0,16.2,62.9,8.9,68.8,22.7,0.2,0.4,0.0,2.2,5.8
3119,OH,Ohio,Montgomery,Dayton,SINCLAIR COMMUNITY COLLEGE                                       ,444 WEST THIRD STREET                             ,45402,1460,6,1,2016,889,4790,18.5,A,5,3,5,0,2015,1235.0,5747.0,21.4,A,2014,1375.0,6260.0,21.9,A,39.7797,-84.1998,718169.0,978.0,False,33.1,48.7,51.3,28.4,3.08,30128.0,7.7,47.9,66263.0,707.0,17.8,56.9,12.9,55.4,39.3,0.9,0.3,0.0,0.6,3.4
3121,OH,Ohio,Seneca,Tiffin,TIFFIN UNIVERSITY                                                ,155 MIAMI STREET                                  ,44883,2161,8,2,2016,168,1687,9.9,A,5,5,5,0,2015,249.0,2052.0,12.1,A,2014,692.0,3434.0,20.1,A,41.1165,-83.1805,19091.0,986.0,False,34.3,47.9,52.1,38.6,3.04,41445.0,10.8,58.8,92933.0,710.0,17.6,58.7,7.8,93.5,2.8,1.3,0.3,0.0,0.8,1.3
3122,OH,Ohio,Montgomery,Trotwood,UNITED THEOLOGICAL SEMINARY                                      ,4501 DENLINGER ROAD                               ,45426,2308,8,2,2016,9,169,5.3,A,5,3,5,0,2015,16.0,141.0,11.3,A,2014,12.0,130.0,9.2,A,39.7927,-84.3165,24386.0,308.0,False,41.9,44.1,55.9,33.8,2.9,32977.0,9.9,51.3,72398.0,767.0,15.5,58.0,12.9,25.6,68.5,0.4,0.1,0.0,1.2,4.2
3123,OH,Ohio,Summit,Akron,UNIVERSITY OF AKRON (THE)                                        ,302 BUCHTEL AVENUE                                ,44325,4702,8,1,2016,648,6390,10.1,P,5,13,5,0,2015,755.0,6980.0,10.8,P,2014,1054.0,7852.0,13.4,P,41.0798,-81.5219,565920.0,1233.0,False,36.7,48.1,51.9,34.4,3.03,36223.0,10.3,51.0,79835.0,782.0,20.8,62.4,9.5,60.3,30.5,4.0,0.3,0.0,0.6,4.3
3125,OH,Ohio,Hamilton,Cincinnati,UNIVERSITY OF CINCINNATI                                         ,2600 CLIFTON AVENUE                PO BOX 210063  ,45221,125,8,1,2016,698,10093,6.9,P,5,1,5,0,2015,708.0,10124.0,6.9,P,2014,874.0,10765.0,8.1,P,39.1412,-84.506,1648254.0,1493.0,False,32.4,48.2,51.8,27.8,3.01,36429.0,15.1,37.7,125813.0,1068.0,34.7,65.7,10.4,50.4,42.9,2.0,0.1,0.1,1.2,3.3
3127,OH,Ohio,Montgomery,Dayton,UNIVERSITY OF DAYTON                                             ,300 COLLEGE PARK                                  ,45469,1668,8,2,2016,39,1852,2.1,P,5,3,5,0,2015,28.0,1933.0,1.4,P,2014,38.0,1980.0,1.9,P,39.7797,-84.1998,718169.0,978.0,False,33.1,48.7,51.3,28.4,3.08,30128.0,7.7,47.9,66263.0,707.0,17.8,56.9,12.9,55.4,39.3,0.9,0.3,0.0,0.6,3.4
3131,OH,Ohio,Lucas,Toledo,UNIVERSITY OF TOLEDO                                             ,2801 WEST BANCROFT STREET                         ,43606,3390,8,1,2016,418,5020,8.3,P,5,9,5,0,2015,503.0,5588.0,9.0,P,2014,611.0,6004.0,10.1,P,41.6639,-83.5822,488672.0,1326.0,False,35.2,48.3,51.7,34.3,3.04,35808.0,10.3,51.9,77459.0,758.0,18.5,61.5,10.8,63.1,27.2,1.5,0.3,0.0,2.7,5.1
3134,OH,Ohio,Cuyahoga,Pepper Pike,URSULINE COLLEGE                                                 ,2550 LANDER ROAD                                  ,44124,4398,8,2,2016,20,428,4.6,A,5,11,5,0,2015,23.0,499.0,4.6,A,2014,39.0,495.0,7.8,A,41.4801,-81.462,6258.0,339.0,False,48.6,47.2,52.8,68.1,2.93,166786.0,73.8,98.4,422591.0,2389.0,78.1,60.4,2.4,85.9,3.1,9.4,0.0,0.0,0.3,1.3
3135,OH,Ohio,Stark,North Canton,WALSH UNIVERSITY                                                 ,2020 EAST MAPLE STREET                            ,44720,3396,8,2,2016,32,790,4.0,A,5,16,5,0,2015,41.0,810.0,5.0,A,2014,45.0,770.0,5.8,A,40.8742,-81.3971,17290.0,1043.0,False,42.1,46.7,53.3,46.4,2.92,57003.0,21.7,69.3,144079.0,894.0,34.7,59.6,3.7,93.8,1.8,0.8,0.0,0.0,0.6,2.9
3141,OH,Ohio,Greene,Wilberforce,WILBERFORCE UNIVERSITY                                           ,1055 NORTH BICKETT ROAD            POST OFFICE BOX,45384,1001,8,2,2016,53,215,24.6,P,2,7,5,0,2015,53.0,236.0,22.4,P,2014,53.0,249.0,21.2,P,39.7151,-83.8848,2244.0,281.0,False,19.9,45.5,54.5,9.0,4.11,74038.0,29.2,69.8,147164.0,1033.0,32.2,64.6,26.0,36.2,57.7,0.6,2.2,0.0,0.1,3.2
3142,OH,Ohio,Clinton,Wilmington,WILMINGTON COLLEGE                                               ,1870 QUAKER WAY                                   ,45177,2499,8,2,2016,23,418,5.5,A,5,3,5,0,2015,37.0,423.0,8.7,A,2014,49.0,473.0,10.3,A,39.4387,-83.8184,12253.0,439.0,False,35.5,49.7,50.3,41.7,2.9,32917.0,11.9,44.5,104052.0,623.0,18.4,59.2,7.9,87.6,6.8,0.3,0.0,0.1,0.9,4.3
3143,OH,Ohio,Clark,Springfield,WITTENBERG UNIVERSITY                                            ,200 WEST WARD STREET                              ,45501,2199,8,2,2016,30,541,5.5,A,5,7,5,0,2015,37.0,520.0,7.1,A,2014,29.0,447.0,6.4,A,39.9297,-83.7957,83286.0,887.0,False,36.9,47.2,52.8,36.0,2.95,34887.0,7.8,48.4,77063.0,672.0,14.9,59.3,10.6,75.0,17.1,0.7,0.2,0.0,1.2,5.8
3144,OH,Ohio,Hamilton,Cincinnati,XAVIER UNIVERSITY                                                ,3800 VICTORY PARKWAY                              ,45207,1035,8,2,2016,69,1325,5.2,P,5,1,5,0,2015,62.0,1409.0,4.4,P,2014,49.0,1507.0,3.2,P,39.1412,-84.506,1648254.0,1493.0,False,32.4,48.2,51.8,27.8,3.01,36429.0,15.1,37.7,125813.0,1068.0,34.7,65.7,10.4,50.4,42.9,2.0,0.1,0.1,1.2,3.3
3145,OH,Ohio,Mahoning,Youngstown,YOUNGSTOWN STATE UNIVERSITY                                      ,ONE UNIVERSITY PLAZA                              ,44555,1,8,1,2016,401,3385,11.8,A,5,17,5,0,2015,493.0,3803.0,12.9,A,2014,607.0,4060.0,14.9,A,41.0993,-80.6463,373728.0,735.0,False,39.4,48.7,51.3,27.3,3.0,26295.0,4.9,56.6,43023.0,457.0,12.2,51.0,15.4,49.4,42.8,0.5,0.4,0.0,1.6,5.2
3146,OK,Oklahoma,Jackson,Altus,WESTERN OKLAHOMA STATE COLLEGE                                   ,2801 NORTH MAIN STREET                            ,73521,1397,5,1,2016,36,197,18.2,A,5,3,6,0,2015,53.0,232.0,22.8,A,2014,47.0,281.0,16.7,A,34.6566,-99.3051,18931.0,396.0,False,33.0,49.4,50.6,50.4,3.04,41340.0,13.4,51.4,100504.0,755.0,21.8,63.7,5.9,65.6,9.3,1.3,2.0,0.0,15.1,6.7
3147,OK,Oklahoma,Muskogee,Muskogee,BACONE COLLEGE                                                   ,2299 OLD BACONE ROAD                              ,74403,1597,6,2,2016,56,430,13.0,A,5,2,6,0,2015,51.0,480.0,10.6,A,2014,63.0,507.0,12.4,A,35.743,-95.3566,40588.0,338.0,False,36.0,47.8,52.2,42.4,3.09,36276.0,11.9,56.8,87808.0,656.0,20.0,55.7,7.1,54.6,15.2,0.9,16.7,0.0,4.4,8.3
3149,OK,Oklahoma,Oklahoma,Bethany,SOUTHERN NAZARENE UNIVERSITY                                     ,6729 NORTHWEST 39TH EXPRESSWAY                    ,73008,2694,8,2,2016,66,806,8.1,A,5,5,6,0,2015,86.0,880.0,9.7,A,2014,51.0,867.0,5.8,A,35.5072,-97.6417,19402.0,1432.0,False,34.8,49.5,50.5,42.1,3.27,49476.0,15.8,56.3,116932.0,781.0,25.9,65.5,5.8,74.8,9.4,1.5,4.4,0.0,4.5,5.4
3150,OK,Oklahoma,Comanche,Lawton,CAMERON UNIVERSITY                                               ,2800 WEST GORE BOULEVARD                          ,73505,6377,8,1,2016,183,1182,15.4,A,5,4,6,0,2015,212.0,1345.0,15.7,A,2014,212.0,1436.0,14.7,A,34.6176,-98.4203,91383.0,444.0,False,30.8,51.9,48.1,41.0,3.27,44335.0,14.0,45.8,112946.0,836.0,20.9,65.5,9.3,58.9,20.9,2.8,5.1,0.6,2.5,9.3
3151,OK,Oklahoma,Washington,Bartlesville,OKLAHOMA WESLEYAN UNIVERSITY                                     ,2201 SILVER LAKE ROAD                             ,74006,6299,8,2,2016,42,477,8.8,P,5,1,6,0,2015,29.0,544.0,5.3,P,2014,31.0,507.0,6.1,P,36.7357,-95.9452,39568.0,615.0,False,38.5,47.6,52.4,53.0,2.97,50826.0,20.1,65.0,115618.0,736.0,31.5,58.5,4.8,79.5,3.3,2.5,7.9,0.0,1.0,5.8
3152,OK,Oklahoma,Oklahoma,Edmond,UNIVERSITY OF CENTRAL OKLAHOMA                                   ,100 NORTH UNIVERSITY  DRIVE                       ,73034,5209,8,1,2016,345,3389,10.1,A,5,5,6,0,2015,336.0,3571.0,9.4,A,2014,330.0,3529.0,9.3,A,35.6689,-97.4159,91950.0,419.0,False,35.0,48.7,51.3,56.4,3.1,76008.0,38.9,68.8,216153.0,1347.0,53.9,67.0,3.5,79.7,6.0,3.2,2.1,0.3,0.9,7.8
3153,OK,Oklahoma,Muskogee,Warner,CONNORS STATE COLLEGE                                            ,700 COLLEGE ROAD                                  ,74469,2204,5,1,2016,109,581,18.7,A,5,2,6,0,2015,146.0,611.0,23.8,A,2014,186.0,745.0,24.9,A,35.4902,-95.3085,1610.0,320.0,False,29.4,54.6,45.4,36.8,3.14,38688.0,9.5,57.2,66023.0,436.0,14.5,50.0,8.2,60.2,7.5,0.0,22.3,0.0,1.1,8.9
3154,OK,Oklahoma,Pontotoc,Ada,EAST CENTRAL UNIVERSITY                                          ,1100 EAST 14TH                                    ,74820,6999,8,1,2016,115,989,11.6,A,5,4,6,0,2015,129.0,1101.0,11.7,A,2014,147.0,1190.0,12.3,A,34.7686,-96.6689,17886.0,337.0,False,31.7,47.0,53.0,38.0,3.05,37197.0,14.3,46.4,109548.0,682.0,30.4,59.7,5.4,66.1,4.1,1.5,8.2,0.2,0.9,19.1
3155,OK,Oklahoma,Latimer,Wilburton,EASTERN OKLAHOMA STATE COLLEGE                                   ,1301 WEST MAIN                                    ,74578,4999,5,1,2016,62,300,20.6,A,5,2,6,0,2015,84.0,379.0,22.1,A,2014,103.0,437.0,23.5,A,34.9183,-95.3047,2767.0,328.0,False,36.7,48.0,52.0,41.9,3.1,32875.0,8.0,59.4,70938.0,378.0,12.7,47.7,7.4,68.8,2.9,1.6,17.2,0.0,1.3,8.2
3156,OK,Oklahoma,Canadian,El Reno,REDLANDS COMMUNITY COLLEGE                                       ,1300 SOUTH COUNTRY CLUB ROAD                      ,73036,5304,5,1,2016,48,242,19.8,A,5,3,6,0,2015,64.0,312.0,20.5,A,2014,86.0,455.0,18.9,A,35.543,-97.96600000000001,17047.0,92.0,False,34.4,54.3,45.7,43.6,3.67,48996.0,16.1,61.4,104322.0,681.0,12.5,60.6,7.2,68.3,6.2,0.8,10.3,0.1,8.2,6.1
3157,OK,Oklahoma,Logan,Langston,LANGSTON UNIVERSITY                                              ,WEST HIGHWAY 33                                   ,73050,0,8,1,2016,196,853,22.9,A,2,3,6,0,2015,209.0,963.0,21.7,A,2014,189.0,1004.0,18.8,A,35.9324,-97.26299999999999,1833.0,179.0,False,20.9,40.9,59.1,10.9,4.25,48333.0,10.5,56.7,49657.0,380.0,38.1,56.8,19.0,19.1,75.5,2.4,0.3,0.0,0.5,2.2
3158,OK,Oklahoma,Johnston,Tishomingo,MURRAY STATE COLLEGE                                             ,ONE MURRAY CAMPUS                                 ,73460,3137,5,1,2016,96,516,18.6,A,5,2,6,0,2015,93.0,520.0,17.8,A,2014,119.0,603.0,19.7,A,34.2387,-96.6806,3074.0,272.0,False,33.0,47.9,52.1,43.5,2.98,27946.0,3.4,50.5,73789.0,571.0,15.2,44.3,9.6,70.5,2.9,0.0,2.0,0.5,1.2,22.9
3160,OK,Oklahoma,Ottawa,Miami,NORTHEASTERN OKLAHOMA A & M COLLEGE                              ,200 I STREET NORTHEAST                            ,74354,6497,5,1,2016,159,682,23.3,A,5,2,6,0,2015,179.0,769.0,23.2,A,2014,192.0,803.0,23.9,A,36.8877,-94.8718,15718.0,470.0,False,33.9,47.9,52.1,41.4,3.02,35566.0,8.1,55.8,78191.0,577.0,15.0,57.0,6.3,67.3,2.1,0.9,12.4,1.4,2.2,13.7
3161,OK,Oklahoma,Cherokee,Tahlequah,NORTHEASTERN STATE UNIVERSITY                                    ,600 NORTH GRAND                                   ,74464,2399,8,1,2016,228,2149,10.6,A,5,2,6,0,2015,231.0,2247.0,10.2,A,2014,210.0,2401.0,8.7,A,35.9116,-94.9773,19676.0,517.0,False,28.3,47.1,52.9,31.3,3.46,32356.0,9.0,43.1,116512.0,670.0,30.1,55.0,8.2,54.7,2.3,1.2,30.3,0.3,1.0,10.1
3162,OK,Oklahoma,Kay,Tonkawa,NORTHERN OKLAHOMA COLLEGE                                        ,1220 EAST GRAND                                   ,74653,310,5,1,2016,152,933,16.2,A,5,3,6,0,2015,183.0,1057.0,17.3,A,2014,221.0,1259.0,17.5,A,36.6788,-97.3281,2989.0,220.0,False,34.4,50.9,49.1,47.5,3.03,43594.0,11.9,67.2,66537.0,555.0,21.1,63.0,5.5,79.9,0.7,1.0,6.0,0.0,4.0,8.4
3163,OK,Oklahoma,Woods,Alva,NORTHWESTERN OKLAHOMA STATE UNIVERSITY                           ,709 OKLAHOMA BOULEVARD                            ,73717,2799,8,1,2016,46,451,10.1,A,5,3,6,0,2015,59.0,522.0,11.3,A,2014,86.0,589.0,14.6,A,36.7893,-98.6648,5799.0,307.0,False,31.6,53.4,46.6,39.7,2.98,50469.0,18.7,58.2,90227.0,498.0,34.1,71.6,4.2,90.2,3.6,1.2,1.1,0.0,0.1,3.8
3164,OK,Oklahoma,Pottawatomie,Shawnee,OKLAHOMA BAPTIST UNIVERSITY                                      ,500 WEST UNIVERSITY                               ,74801,2590,8,2,2016,45,474,9.4,A,5,5,6,0,2015,31.0,460.0,6.7,A,2014,20.0,467.0,4.2,A,35.3525,-96.9647,35833.0,273.0,False,34.9,47.3,52.7,42.3,3.15,38471.0,11.6,56.2,99737.0,644.0,20.4,58.8,7.4,74.1,4.3,0.8,14.5,0.1,0.8,5.4
3165,OK,Oklahoma,Oklahoma,Oklahoma City,OKLAHOMA CHRISTIAN UNIVERSITY                                    ,2501 EAST MEMORIAL ROAD                           ,73013,0,8,2,2016,36,526,6.8,A,5,5,6,0,2015,26.0,578.0,4.4,A,2014,23.0,496.0,4.6,A,35.4676,-97.5137,955998.0,409.0,False,34.1,49.2,50.8,46.2,3.3,51581.0,21.7,58.8,146363.0,995.0,29.6,66.6,5.2,67.7,14.5,4.5,2.8,0.1,3.9,6.5
3166,OK,Oklahoma,Oklahoma,Oklahoma City,OKLAHOMA CITY UNIVERSITY                                         ,2501 NORTH BLACKWELDER                            ,73106,1493,8,2,2016,28,684,4.0,A,5,5,6,0,2015,39.0,750.0,5.2,A,2014,21.0,826.0,2.5,A,35.4676,-97.5137,955998.0,409.0,False,34.1,49.2,50.8,46.2,3.3,51581.0,21.7,58.8,146363.0,995.0,29.6,66.6,5.2,67.7,14.5,4.5,2.8,0.1,3.9,6.5
3167,OK,Oklahoma,Grady,Chickasha,UNIVERSITY OF SCIENCE & ARTS OF OKLAHOMA                         ,1727 W. ALABAMA                                   ,73018,5322,6,1,2016,29,222,13.0,A,5,4,6,0,2015,28.0,257.0,10.8,A,2014,22.0,251.0,8.7,A,35.041,-97.9472,15974.0,285.0,False,37.3,48.0,52.0,44.9,3.14,40376.0,15.3,59.9,77924.0,538.0,18.7,56.5,3.4,81.5,6.1,0.6,3.5,0.0,0.9,7.3
3168,OK,Oklahoma,Rogers,Claremore,ROGERS STATE UNIVERSITY                                          ,1701 WEST WILL ROGERS BOULEVARD                   ,74017,3252,8,1,2016,128,1097,11.6,A,5,2,6,0,2015,138.0,1139.0,12.1,A,2014,179.0,1410.0,12.6,A,36.3143,-95.6101,25365.0,489.0,False,35.3,49.4,50.6,42.6,2.89,41303.0,12.2,53.2,117473.0,826.0,19.1,60.4,6.2,69.1,2.1,0.3,15.1,0.0,2.5,10.8
3170,OK,Oklahoma,Payne,Stillwater,OKLAHOMA STATE UNIVERSITY                                        ,107 WHITEHURST                                    ,74078,1026,8,1,2016,295,4167,7.0,P,5,3,6,0,2015,294.0,4275.0,6.8,P,2014,237.0,4164.0,5.6,P,36.1315,-97.074,48550.0,651.0,False,23.8,51.3,48.7,32.8,2.99,29450.0,14.8,35.7,163392.0,951.0,48.4,57.3,4.8,78.4,4.9,6.9,5.0,0.1,0.5,4.2
3172,OK,Oklahoma,Okmulgee,Okmulgee,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY - OKMULGEE     ,1801 EAST 4TH STREET                              ,74447,3901,6,1,2016,147,860,17.0,A,5,2,6,0,2015,154.0,886.0,17.3,A,2014,141.0,975.0,14.4,A,35.6137,-96.0068,13685.0,271.0,False,32.7,48.4,51.6,31.5,3.11,29593.0,6.4,54.8,62797.0,412.0,13.2,51.0,12.4,52.3,19.2,0.6,18.2,0.0,0.3,9.4
3174,OK,Oklahoma,Texas,Goodwell,OKLAHOMA PANHANDLE STATE UNIVERSITY                              ,323 EAGLE BOULEVARD                               ,73939,0,6,1,2016,42,312,13.4,A,5,3,6,0,2015,58.0,452.0,12.8,A,2014,54.0,417.0,12.9,A,36.5943,-101.6326,1306.0,426.0,False,23.4,53.6,46.4,24.3,3.59,39340.0,15.8,44.3,93125.0,482.0,39.8,66.6,2.5,58.4,22.1,2.6,1.5,1.2,8.0,6.2
3176,OK,Oklahoma,Le Flore,Poteau,CARL ALBERT STATE COLLEGE                                        ,1507 SOUTH MCKENNA                                ,74953,5208,5,1,2016,60,302,19.8,A,5,2,6,0,2015,55.0,346.0,15.8,A,2014,58.0,397.0,14.6,A,35.043,-94.6357,8106.0,113.0,False,35.1,47.3,52.7,44.4,3.05,39638.0,13.1,61.6,98842.0,596.0,18.8,57.6,5.7,78.2,1.8,0.1,8.9,0.5,3.6,6.9
3178,OK,Oklahoma,Seminole,Seminole,SEMINOLE STATE COLLEGE                                           ,2701 BOREN BOULEVARD                              ,74818,351,5,1,2016,51,269,18.9,A,5,5,6,0,2015,24.0,261.0,9.1,A,2014,35.0,307.0,11.4,A,35.2346,-96.65,5756.0,206.0,False,32.1,47.5,52.5,39.1,3.43,36114.0,7.6,59.2,61398.0,487.0,13.2,55.2,11.3,66.5,4.9,0.2,21.2,0.0,0.3,6.9
3179,OK,Oklahoma,Bryan,Durant,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY                           ,1405 NORTH 4TH STREET                             ,74701,609,8,1,2016,94,807,11.6,A,5,2,6,0,2015,102.0,907.0,11.2,A,2014,114.0,956.0,11.9,A,33.9957,-96.3938,18375.0,256.0,False,32.3,48.5,51.5,38.2,3.11,35575.0,9.6,44.0,103276.0,620.0,25.0,56.4,5.5,71.4,2.2,0.5,14.6,0.2,3.8,7.4
3180,OK,Oklahoma,Oklahoma,Bethany,SOUTHWESTERN CHRISTIAN UNIVERSITY                                ,7210 NORTHWEST 39TH EXPRESSWAY                    ,73008,2335,8,2,2016,54,299,18.0,A,5,5,6,0,2015,81.0,327.0,24.7,A,2014,46.0,269.0,17.1,A,35.5072,-97.6417,19402.0,1432.0,False,34.8,49.5,50.5,42.1,3.27,49476.0,15.8,56.3,116932.0,781.0,25.9,65.5,5.8,74.8,9.4,1.5,4.4,0.0,4.5,5.4
3181,OK,Oklahoma,Custer,Weatherford,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY                           ,100 CAMPUS DRIVE                                  ,73096,3098,8,1,2016,105,1080,9.7,P,5,3,6,0,2015,123.0,1155.0,10.6,P,2014,142.0,1184.0,11.9,P,35.5384,-98.6872,11700.0,675.0,False,24.8,52.0,48.0,46.9,2.95,45593.0,21.4,44.5,159654.0,825.0,34.5,68.5,4.8,81.2,3.9,1.3,2.4,0.0,2.8,8.4
3184,OK,Oklahoma,Cleveland,Norman,UNIVERSITY OF OKLAHOMA                                           ,660 PARRINGTON OVAL                               ,73019,3073,8,1,2016,244,5048,4.8,P,5,4,6,0,2015,259.0,5512.0,4.6,P,2014,248.0,5710.0,4.3,P,35.2335,-97.3471,115065.0,265.0,False,30.1,50.1,49.9,42.6,2.97,53733.0,21.2,54.0,169769.0,1058.0,42.1,64.5,5.3,78.2,4.5,4.8,3.5,0.1,1.0,7.8
3185,OK,Oklahoma,Tulsa,Tulsa,UNIVERSITY OF TULSA (THE)                                        ,800 SOUTH TUCKER DRIVE                            ,74104,9700,8,2,2016,27,555,4.8,A,5,1,6,0,2015,29.0,626.0,4.6,A,2014,11.0,589.0,1.8,A,36.1284,-95.9043,672054.0,785.0,False,34.9,48.5,51.5,42.5,3.15,44577.0,18.1,51.1,128658.0,905.0,30.8,65.8,6.7,64.0,15.1,3.3,4.3,0.1,5.4,7.8
3186,OR,Oregon,Umatilla,Pendleton,BLUE MOUNTAIN COMMUNITY COLLEGE                                  ,2411 NORTH WEST CARDEN                            ,97801,0,5,1,2016,49,294,16.6,A,5,2,10,0,2015,71.0,377.0,18.8,A,2014,116.0,506.0,22.9,A,45.6755,-118.8209,17282.0,549.0,False,36.2,53.3,46.7,44.3,3.09,47851.0,15.6,54.8,149931.0,943.0,16.9,56.2,10.5,83.9,1.8,1.5,2.8,0.3,2.5,7.2
3188,OR,Oregon,Deschutes,Bend,CENTRAL OREGON COMMUNITY COLLEGE                                 ,2600 NW COLLEGE WAY                               ,97703,5998,5,1,2016,301,1808,16.6,A,5,2,10,0,2015,456.0,2266.0,20.1,A,2014,610.0,2455.0,24.8,A,44.0562,-121.3087,103349.0,1103.0,False,38.2,47.9,52.1,51.7,2.97,60563.0,25.1,58.2,324469.0,1293.0,42.6,66.9,4.9,92.9,0.7,1.8,0.3,0.1,1.2,3.0
3189,OR,Oregon,Clatsop,Astoria,CLATSOP COMMUNITY COLLEGE                                        ,1651 LEXINGTON AVENUE                             ,97103,3698,5,1,2016,35,196,17.8,A,5,1,10,0,2015,46.0,233.0,19.7,A,2014,61.0,280.0,21.7,A,46.1856,-123.8053,14688.0,620.0,False,46.1,49.8,50.2,48.0,2.81,44747.0,14.6,51.7,245069.0,1074.0,32.5,62.3,6.0,90.4,0.7,0.8,0.6,0.2,1.5,5.9
