opeid,stateabv,state,county,city,name,address,zipcode,proglength,schooltype,year1,num1,denom1,drate1,prate1,ethniccode,region,lat,lng,population,density,agemedian,male,female,married,familysize,incomehouseholdmedian,incomehouseholdsixfigure,homeownership,homevalue,rentmedian,educationcollegeorabove,laborforceparticipation,unemploymentrate,racewhite,raceblack,raceasian,racenative,racepacific,raceother,racemultiple
4617,TN,Tennessee,Davidson,Nashville,NATIONAL COLLEGE                                                 ,1638 BELL ROAD                                    ,37211,5,3,2016,66,495,13.3,A,5,4,36.1715,-86.7843,1076645,541,34.1,48.2,51.8,40.3,3.13,52858,21.3,54,191588,1120,38.5,70.6,5.3,63.1,27.8,3.6,0.3,0.1,2.7,2.5
4619,KY,Kentucky,Jefferson,Louisville,SULLIVAN UNIVERSITY                                              ,3101 BARDSTOWN ROAD                               ,40205,8,3,2016,327,2420,13.5,P,5,4,38.1663,-85.6485,1011696,910,37.2,48.3,51.7,41.8,3.15,49439,20.1,59.7,146641,957,28.7,65.3,6.9,70.5,23.2,2.5,0.1,0.1,0.7,2.9
4621,LA,Louisiana,Caddo,Shreveport,AYERS CAREER COLLEGE                                             ,8820 JEWELLA AVENUE                               ,71108,3,3,2016,13,191,6.8,A,5,6,32.4659,-93.7959,287432,692,35.3,46.9,53.1,35,3.35,37390,14.7,53.4,136459,756,25.2,58.6,7.3,38.6,56.7,1.5,0.4,0,0.9,1.9
4625,LA,Louisiana,Orleans,New Orleans,DELGADO COMMUNITY COLLEGE                                        ,615 CITY PARK AVENUE                              ,70119,5,1,2016,1162,5799,20,P,5,6,30.0687,-89.9288,1029123,896,35.9,47.7,52.3,29.8,3.51,38721,18.6,47.1,208764,1051,36.5,61.7,8.7,34.1,59.8,3,0.2,0,1.2,1.8
4641,MN,Minnesota,Hennepin,Minneapolis,DUNWOODY COLLEGE OF TECHNOLOGY                                   ,818 DUNWOODY BOULEVARD                            ,55403,6,2,2016,62,487,12.7,P,5,5,44.9635,-93.2678,2926757,3019,32.1,50.6,49.4,34.3,3.18,55720,26.6,47.3,222077,1387,48.3,74.2,6,63.9,18.9,6,1.2,0,4.9,4.9
4645,MN,Minnesota,Ramsey,Roseville,MINNEAPOLIS BUSINESS COLLEGE                                     ,1711 WEST COUNTY ROAD B                           ,55113,5,3,2016,6,156,3.8,A,5,5,45.0155,-93.1544,36314,1078,40.1,47.4,52.6,47.3,3.02,67242,30.2,63.8,231250,1156,49.3,64.7,3.7,77.8,7.3,9,0.6,0,1,4.3
4661,MA,Massachusetts,Hampshire,Amherst,HAMPSHIRE COLLEGE                                                ,893 WEST STREET                                   ,1002,6,2,2016,11,317,3.4,A,5,1,42.3645,-72.5069,39880,557,21.4,49.9,50.1,20,2.88,50203,27.8,44.4,349353,1562,66.7,56.5,9.9,75.8,6.1,12.9,0.6,0.1,1,3.6
4666,FL,Florida,Orange,Orlando,SALTER COLLEGE                                                   ,5959 LAKE ELLENOR DRIVE                           ,32809,5,3,2016,342,1511,22.6,A,5,1,28.4772,-81.3369,1776841,982,33.3,48.4,51.6,35.3,3.19,45436,17.4,35,197645,1152,35.7,72,6.9,60.7,26.1,4.3,0.2,0,5.7,2.9
4669,MA,Massachusetts,Barnstable,Bourne,UPPER CAPE COD REGIONAL TECHNICAL SCHOOL                         ,220 SANDWICH ROAD                                 ,2532,3,1,2016,2,47,4.2,A,5,1,41.723,-70.5819,19814,188,46.3,50.5,49.5,50.5,2.95,73000,33.4,74,345357,1654,35.6,63.7,4.1,91.2,2.6,1.3,0,0,1.2,3.7
4673,MI,Michigan,Shiawassee,Owosso,BAKER COLLEGE                                                    ,1020 SOUTH WASHINGTON STREET                      ,48867,8,2,2016,1718,11363,15.1,A,5,5,42.9955,-84.1759,21459,1069,34.3,50.6,49.4,41.3,2.9,38492,9.7,58.4,77677,683,13.3,62.6,8.2,95.9,0.7,0,0.3,0.1,0.4,2.5
4692,MI,Michigan,Oakland,Madison Heights,DORSEY SCHOOL OF BUSINESS                                        ,31739 JOHN R ROAD                                 ,48071,3,3,2016,538,2440,22,A,5,5,42.5073,-83.1034,30050,1637,37.2,47.7,52.3,43.6,3.09,46687,14.6,59,91609,860,22.1,65,5.1,81.7,8.4,5.4,0.5,0,0.8,3.2
4703,MO,Missouri,St. Louis,Chesterfield,LOGAN UNIVERSITY                                                 ,1851 SCHOETTLER ROAD                              ,63017,8,2,2016,5,286,1.7,A,5,7,38.6588,-90.5803,47588,576,46.8,48.1,51.9,60.7,2.94,99848,49.9,77.4,362245,1667,67.1,61.2,3.2,84,3.4,10.2,0.1,0,0.5,1.8
4707,MO,Missouri,St. Louis,Saint Louis,COVENANT THEOLOGICAL SEMINARY                                    ,12330 CONWAY ROAD                                 ,63141,8,2,2016,1,66,1.5,A,5,7,38.65829,-90.45818,20550,564,47.5,48.5,51.5,57.3,2.91,111774,54.8,75.1,431681,1178,71.6,62.6,2.5,78,6.8,10.9,0.5,0.2,0.3,3.3
4711,MO,Missouri,Osage,Linn,STATE TECHNICAL COLLEGE OF MISSOURI                              ,ONE TECHNOLOGY DRIVE                              ,65051,5,1,2016,30,455,6.5,A,5,7,38.4788,-91.845,1509,499,27.1,53.1,46.9,43.6,3.71,38938,10.3,47.5,111249,708,19.8,67.7,8.3,93.7,0,0.3,2.8,0,0.4,2.8
4713,MO,Missouri,Butler,Poplar Bluff,THREE RIVERS COLLEGE                                             ,2080 THREE RIVERS BOULEVARD                       ,63901,5,1,2016,165,774,21.3,A,5,7,36.7632,-90.4136,20518,501,38.3,45.8,54.2,39.8,3.13,32819,7,46.7,92650,602,13.9,53.5,8.6,84.3,11,1.3,0.1,0,0.7,2.6
4736,NJ,New Jersey,Bergen,Paramus,BERGEN COMMUNITY COLLEGE                                         ,400 PARAMUS ROAD                                  ,7652,5,1,2016,225,1697,13.2,A,5,2,40.9455,-74.0712,27032,999,46.8,49.3,50.7,56.9,3.48,105114,52,87.4,573112,2041,46.9,57.7,4.9,65.6,3.2,28.3,0.1,0,1.1,1.8
4740,NJ,New Jersey,Mercer,Trenton,MERCER COUNTY COMMUNITY COLLEGE                                  ,1200 OLD TRENTON ROAD                             ,8690,5,1,2016,86,560,15.3,A,5,2,40.2236,-74.7641,296869,4328,34,51.4,48.6,28.4,3.8,35524,12.6,37.2,96005,1172,12.2,59.8,13,39.6,50.5,1.4,0.2,0,6.9,1.3
4742,NM,New Mexico,Bernalillo,Albuquerque,CENTRAL NEW MEXICO COMMUNITY COLLEGE                             ,525 BUENA VISTA SOUTH EAST                        ,87106,5,1,2016,591,2757,21.4,A,3,6,35.1053,-106.6464,758523,1151,36.2,48.8,51.2,41.8,3.23,49878,20.6,59.8,188094,1063,34.3,64.1,6.5,73.6,3.3,2.7,4.4,0.1,11.6,4.3
4743,NM,New Mexico,Curry,Clovis,CLOVIS COMMUNITY COLLEGE                                         ,417 SCHEPPS BOULEVARD                             ,88101,5,1,2016,23,141,16.3,A,5,6,34.4376,-103.1923,42875,637,30.9,51.6,48.4,42.9,3.3,40576,11.8,56.6,125990,741,20.1,62.8,8.8,65.1,6.6,1.5,0.8,0.2,21.2,4.6
4765,NY,New York,New York,New York,CUNY GRADUATE SCHOOL & UNIVERSITY CENTER                         ,365 FIFTH AVENUE                                  ,10016,8,1,2016,28,596,4.6,P,5,2,40.6943,-73.9249,19354922,11083,36.2,47.7,52.3,39.5,3.46,57782,29.4,32.6,538529,1755,36.7,63.5,7.8,42.8,24.3,14,0.4,0.1,15.1,3.3
4788,NY,New York,Herkimer,Herkimer,HERKIMER COUNTY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLL,100 RESERVOIR ROAD                                ,13350,5,1,2016,156,1039,15,A,5,2,43.0282,-74.9928,7380,1100,40.5,46.4,53.6,40.8,2.98,41227,10.6,41.6,81564,746,17.4,56.1,10.3,91,3.2,1.4,0.3,0,1.2,3
4835,NC,North Carolina,Caldwell,Hudson,CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE                 ,2855 HICKORY BOULEVARD                            ,28638,5,1,2016,17,153,11.1,A,5,4,35.8475,-81.4864,3698,382,40,47.6,52.4,63.9,2.96,42292,19.2,74.1,140164,920,24.6,63.2,7.4,93.3,0.4,0,0.5,0,3.3,2.4
4838,NC,North Carolina,Guilford,Jamestown,GUILFORD TECHNICAL COMMUNITY COLLEGE                             ,601 E. MAIN STREET                                ,27282,5,1,2016,619,3245,19,A,5,4,35.9984,-79.9353,4167,546,46.4,44.3,55.7,54.1,2.88,62778,28.7,77.7,220698,1118,47.2,58.3,7.1,79.9,16.2,2.9,0,0.5,0.3,0.2
4844,NC,North Carolina,Wake,Raleigh,WAKE TECHNICAL COMMUNITY COLLEGE                                 ,SOUTHERN WAKE CAMPUS               FAYETTEVILLE RO,27603,5,1,2016,649,4449,14.5,A,5,4,35.8324,-78.6438,1018336,1235,33.1,48.3,51.7,40.3,3.14,61505,27.3,51.9,224877,1287,49.9,71.2,5,59,28.9,4.6,0.3,0.1,4.6,2.6
4845,NC,North Carolina,Wilson,Wilson,WILSON COMMUNITY COLLEGE                                         ,902 HERRING AVENUE                                ,27893,5,1,2016,27,205,13.1,A,5,4,35.7312,-77.9284,49372,613,38.1,45.6,54.4,38.9,3.13,41037,13.7,51.5,130975,953,23.5,59.5,8.7,42.2,48.4,1.2,0.8,0,5.6,1.8
4852,OH,Ohio,Clark,Springfield,CLARK STATE COMMUNITY COLLEGE                                    ,570 EAST LEFFEL LANE                              ,45505,6,1,2016,496,2158,22.9,A,5,5,39.9297,-83.7957,83286,887,36.9,47.2,52.8,36,2.95,34887,7.8,48.4,77063,672,14.9,59.3,10.6,75,17.1,0.7,0.2,0,1.2,5.8
4853,OH,Ohio,Franklin,Columbus,BRADFORD SCHOOL                                                  ,2469 STELZER ROAD                                 ,43219,5,3,2016,24,333,7.2,A,5,5,39.986,-82.9851,1528314,1551,32.2,48.7,51.3,36.5,3.16,49478,18,45.1,135042,1105,35.1,70.2,6.3,60.5,28.3,5.2,0.2,0,1.7,4.1
4855,OH,Ohio,Lucas,Toledo,DAVIS COLLEGE                                                    ,4747 MONROE STREET                                ,43623,5,3,2016,32,120,26.6,A,5,5,41.6639,-83.5822,488672,1326,35.2,48.3,51.7,34.3,3.04,35808,10.3,51.9,77459,758,18.5,61.5,10.8,63.1,27.2,1.5,0.3,0,2.7,5.1
4861,OH,Ohio,Allen,Lima,UNIVERSITY OF NORTHWESTERN OHIO                                  ,1441 NORTH CABLE ROAD                             ,45805,8,2,2016,245,1587,15.4,P,5,5,40.741,-84.1121,69798,1059,33.4,52.8,47.2,31.3,3.19,32894,7,45.5,64379,653,11.7,61.7,12.4,66.4,25.6,0.8,0.3,0,0.9,6
4866,OH,Ohio,Lucas,Maumee,STAUTZENBERGER COLLEGE                                           ,1796 INDIAN WOOD CIRCLE                           ,43537,5,3,2016,166,1382,12,P,5,5,41.5696,-83.6636,13787,529,41.4,49.9,50.1,53.2,2.96,66020,26.6,72.3,136271,1016,37,68.6,3.4,92.9,2.8,2,0.2,0.2,0.9,1.1
4878,OR,Oregon,Clackamas,Oregon City,CLACKAMAS COMMUNITY COLLEGE                                      ,19600 MOLALLA AVENUE                              ,97045,5,1,2016,244,1364,17.8,A,5,10,45.3414,-122.5927,36360,1421,38,48.8,51.2,52.3,3.08,68813,29.8,68.4,295290,1566,24.7,68,5.9,90.3,1.2,1.1,1.3,0.2,1.8,4.1
4882,OR,Oregon,Multnomah,Portland,OREGON HEALTH & SCIENCE UNIVERSITY                               ,3181 SW SAM JACKSON PARK ROAD                     ,97239,8,1,2016,6,685,0.8,P,5,10,45.5371,-122.65,2052796,1874,36.8,49.5,50.5,41.3,3.03,61532,28.8,53.4,352295,1563,48.2,69.8,6.6,77.4,5.7,7.8,0.8,0.6,2.3,5.5
4899,PA,Pennsylvania,Allegheny,Pittsburgh,MERCY HOSPITAL SCHOOL OF NURSING                                 ,1401 BOULEVARD OF THE ALLIES                      ,15219,4,2,2016,2,107,1.8,A,5,3,40.4396,-79.9763,1715297,2108,32.9,48.9,51.1,31.2,2.9,44092,19,48.1,108716,818,41.9,63,7,66.6,23.6,5.6,0.2,0,0.5,3.4
4902,PA,Pennsylvania,Washington,Washington,PENN COMMERCIAL BUSINESS/TECHNICAL SCHOOL                        ,242 OAK SPRING ROAD                               ,15301,5,3,2016,14,240,5.8,A,5,3,40.1739,-80.2465,13566,1777,36.8,49.6,50.4,31.1,2.76,35858,8.2,46.1,95874,748,18.7,59.7,9.3,81,13,0.6,0.2,0,0.1,5.1
4920,SC,South Carolina,Charleston,North Charleston,TRIDENT TECHNICAL COLLEGE                                        ,7000 RIVERS AVENUE                                ,29423,5,1,2016,559,3964,14.1,P,5,4,32.9067,-80.0722,110861,552,32.5,49.1,50.9,35.9,3.34,39944,12.8,44.5,148012,1052,22.1,66.7,7.1,45.3,47.2,2.1,0.2,0.1,1.9,3.3
4923,SC,South Carolina,York,Rock Hill,CLINTON COLLEGE                                                  ,1029 CRAWFORD ROAD                                ,29730,6,2,2016,32,112,28.5,A,2,4,34.9413,-81.025,115963,741,33.5,47.7,52.3,38.9,3.11,44296,16.7,51.8,140631,1003,29.3,67.6,7.6,53.6,39,2.7,0.1,0,2.1,2.4
4924,SC,South Carolina,Anderson,Anderson,FORREST COLLEGE                                                  ,601 EAST RIVER STREET                             ,29624,5,3,2016,17,58,29.3,A,5,4,34.5212,-82.6478,77426,726,38.1,45.7,54.3,36.2,3,32655,12.8,48.5,122594,718,23.9,56.8,7.7,63.5,32.4,0.4,0.2,0,0.9,2.5
4925,SC,South Carolina,Horry,Conway,HORRY - GEORGETOWN TECHNICAL COLLEGE                             ,2050 HIGHWAY 501 EAST                             ,29526,5,1,2016,438,2360,18.5,A,5,4,33.8403,-79.0422,23714,408,33.4,47.2,52.8,33.7,3.14,37362,13.5,62.5,146978,762,22.2,56.9,10.6,58.3,38.9,1,0.1,0,0.6,1.1
4926,SC,South Carolina,Anderson,Pendleton,TRI-COUNTY TECHNICAL COLLEGE                                     ,7900 HIGHWAY 76                                   ,29670,5,1,2016,89,875,10.1,A,5,4,34.6453,-82.7822,3197,266,42.2,51.4,48.6,40.8,2.69,31705,8.7,58.8,110625,739,29.1,48.4,7.6,70.9,17,2.6,0.6,0,1.1,7.8
4927,SC,South Carolina,Union,Union,UNIVERSITY OF SOUTH CAROLINA - UNION                             ,309 EAST ACADEMY STREET                           ,29379,6,1,2016,27,159,16.9,A,5,4,34.7234,-81.6247,9348,378,38.3,48.5,51.5,33.1,2.97,28087,8.6,51.1,77609,568,18.3,54.4,11.5,49.6,46.7,0,0,0,1.3,2.4
4938,TN,Tennessee,Knox,Knoxville,SOUTH COLLEGE                                                    ,3904 LONAS DRIVE                                  ,37909,8,3,2016,164,914,17.9,P,5,4,35.9692,-83.9496,585249,732,32.6,47.9,52.1,34.6,2.98,36331,11.6,45.3,123883,838,31.4,63.3,6.7,75.2,17.5,2.1,0.5,0.1,1.7,3
4949,TX,Texas,Harris,Houston,BAYLOR COLLEGE OF MEDICINE                                       ,ONE BAYLOR PLAZA                                  ,77030,8,2,2016,1,198,0.5,P,5,6,29.7869,-95.3905,5446468,1401,32.9,50.1,49.9,41.6,3.46,49399,23.1,43.3,148025,1063,31.7,67.7,6.6,58.5,22.9,6.7,0.3,0.1,9.5,2
4951,TX,Texas,Harris,Houston,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON             ,7000 FANNIN                                       ,77030,8,1,2016,4,796,0.5,P,5,6,29.7869,-95.3905,5446468,1401,32.9,50.1,49.9,41.6,3.46,49399,23.1,43.3,148025,1063,31.7,67.7,6.6,58.5,22.9,6.7,0.3,0.1,9.5,2
4952,TX,Texas,Galveston,Galveston,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON                  ,301 UNIVERSITY BOULEVARD                          ,77555,8,1,2016,5,786,0.6,P,5,6,29.2487,-94.891,46561,473,38.5,50.4,49.6,36.8,3.02,42486,17.5,42.6,160657,897,28.8,57.7,8.7,71.6,20.8,3.2,0.5,0,1.5,2.5
4972,TX,Texas,Galveston,Galveston,GALVESTON COLLEGE                                                ,4015 AVENUE Q                                     ,77550,6,1,2016,22,144,15.2,A,5,6,29.2487,-94.891,46561,473,38.5,50.4,49.6,36.8,3.02,42486,17.5,42.6,160657,897,28.8,57.7,8.7,71.6,20.8,3.2,0.5,0,1.5,2.5
4977,TX,Texas,Harris,Houston,SOUTH TEXAS COLLEGE OF LAW HOUSTON                               ,1303 SAN JACINTO STREET                           ,77002,7,2,2016,3,299,1,A,5,6,29.7869,-95.3905,5446468,1401,32.9,50.1,49.9,41.6,3.46,49399,23.1,43.3,148025,1063,31.7,67.7,6.6,58.5,22.9,6.7,0.3,0.1,9.5,2
4988,VA,Virginia,Lynchburg,Lynchburg,CENTRAL VIRGINIA COMMUNITY COLLEGE                               ,3506 WARDS ROAD                                   ,24502,5,1,2016,43,232,18.5,A,5,3,37.4003,-79.1909,125004,638,28.3,46.9,53.1,34.1,3.07,41971,13.4,49.7,152857,862,33.6,58.6,7.4,65.1,28.5,2.7,0.2,0.1,0.8,2.6
4996,VA,Virginia,Alleghany,Clifton Forge,DABNEY S LANCASTER COMMUNITY COLLEGE                             ,1000 DABNEY DRIVE                                 ,24422,5,1,2016,33,143,23,A,5,3,37.8232,-79.825,4875,455,45.6,45.9,54.1,37,2.82,33682,13.8,58.9,87095,573,14.7,46,12,78.5,16.1,0.2,0,0,1.6,3.6
4999,WA,Washington,Whatcom,Bellingham,BELLINGHAM TECHNICAL COLLEGE                                     ,3028 LINDBERGH AVENUE                             ,98225,6,1,2016,85,496,17.1,A,5,10,48.7543,-122.4687,126015,1241,31.1,49.6,50.4,35.2,2.87,47886,18.8,45.3,327966,1217,43,64.3,6.7,82.6,1.5,6.2,1.6,0.2,2.7,5.2
5000,WA,Washington,Pierce,Lakewood,PIERCE COLLEGE                                                   ,9401 FARWEST DRIVE SOUTHWEST                      ,98498,6,1,2016,172,1278,13.4,A,5,10,47.1628,-122.5299,60296,1362,36,50,50,45.4,3.09,47636,17.2,45,232017,1186,21.9,60.1,9.7,58,12.1,8.9,2.1,3.1,5.5,10.3
5001,WA,Washington,Snohomish,Lynnwood,EDMONDS COMMUNITY COLLEGE                                        ,20000 68TH AVENUE WEST                            ,98036,6,1,2016,82,646,12.6,A,5,10,47.8285,-122.3035,38273,1890,39.6,49.4,50.6,46.6,3.21,58852,27.5,54.1,330824,1453,28.8,64.9,4.8,62.2,7.1,17.1,0.4,0.6,5.5,7
5006,WA,Washington,Walla Walla,Walla Walla,WALLA WALLA COMMUNITY COLLEGE                                    ,500 TAUSICK WAY                                   ,99362,6,1,2016,109,686,15.8,A,5,10,46.0669,-118.3365,57779,938,35.2,51.4,48.6,39.8,3.08,46650,14.6,57.9,178128,913,25.1,54.7,6.8,82.2,2.2,2.2,1.3,0.1,6.4,5.6
5007,WV,West Virginia,Monongalia,Morgantown,WEST VIRGINIA JUNIOR COLLEGE                                     ,148 WILLEY STREET                                 ,26505,5,3,2016,5,355,1.4,A,5,3,39.6379,-79.9468,72453,1181,24.1,55.5,44.5,24.4,2.95,37900,19.5,43.3,182884,820,49.5,54.3,9.1,86.7,5.3,4.5,0.2,0,0.9,2.3
5008,WV,West Virginia,Wood,Parkersburg,MOUNTAIN STATE COLLEGE                                           ,1508 SPRING STREET                                ,26101,5,3,2016,26,116,22.4,A,5,3,39.2624,-81.5419,64253,987,41.9,47,53,42.4,3,36414,9.6,61,87448,562,17,53.4,8,94.3,2.1,0.3,0.2,0.1,0.3,2.7
5015,WI,Wisconsin,Kenosha,Kenosha,UNIVERSITY OF WISCONSIN - PARKSIDE                               ,900 WOOD ROAD                                     ,53141,8,1,2016,136,1274,10.6,P,5,5,42.5864,-87.8762,124888,1381,35.3,49,51,41,3.2,50256,19.3,56,142475,1123,23.4,66.3,8.9,80.3,11.3,1.3,0.5,0,2.8,3.7
5102,OH,Ohio,Cuyahoga,Euclid,SCHOOL OF DIAGNOSTIC IMAGING-CLEVELAND CLINIC HEALTH SYSTEM      ,18901 LAKE SHORE BLVD.                            ,44119,11,2,2016,0,44,0,B,5,5,41.5904,-81.5188,47201,1711,41.1,45.6,54.4,32.1,2.95,37141,9.3,47.9,79611,856,20.8,62.5,9.7,36.9,60,0.5,0.1,0,0.4,2.1
5204,ME,Maine,Penobscot,Bangor,BEAL COLLEGE                                                     ,99 FARM ROAD                                      ,4401,6,3,2016,42,235,17.8,A,5,1,44.8322,-68.7906,59107,359,37,48.6,51.4,37.5,2.82,40071,14.8,47.4,147032,1058,33.3,61.4,7.4,91.8,1.5,2.5,1.1,0,0.6,2.6
5208,NY,New York,Westchester,White Plains,COLLEGE OF WESTCHESTER (THE)                                     ,325 CENTRAL AVENUE                                ,10606,6,3,2016,43,567,7.5,A,5,2,41.022,-73.7549,59047,2328,38.1,48,52,47.3,3.34,87550,45.7,52.1,522781,2129,50.3,69.2,7,59.7,12.5,7.8,0.8,0,16.8,2.3
5220,UT,Utah,Salt Lake,Salt Lake City,SALT LAKE COMMUNITY COLLEGE                                      ,4600 SOUTH REDWOOD ROAD                           ,84123,5,1,2016,530,4444,11.9,A,5,8,40.7774,-111.93,1098400,696,31.9,51.5,48.5,42.1,3.24,54009,23.3,48.5,266711,1174,45,71.1,4.6,73.7,2,5.4,1.3,1.7,12.8,3.1
5223,VA,Virginia,Pulaski,Dublin,NEW RIVER COMMUNITY COLLEGE                                      ,5251 COLLEGE DRIVE                                ,24084,5,1,2016,90,518,17.3,P,5,3,37.0987,-80.6831,2649,757,37,56,44,37.8,2.73,39211,11.3,50.9,130325,620,9.5,38.4,11.1,88.8,7.9,0,0,0,0.3,3
5244,KY,Kentucky,Fayette,Lexington,BLUEGRASS COMMUNITY & TECHNICAL COLLEGE                          ,470 COOPER DRIVE                                  ,40506,5,1,2016,544,2954,18.4,P,5,4,38.0423,-84.4587,315939,438,34.3,49,51,42.8,2.98,53013,23.2,54,175089,1052,41.9,67.9,6.1,75.6,14.5,3.6,0.3,0.1,2.7,3.2
5245,AR,Arkansas,Conway,Morrilton,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON            ,1537 UNIVERSITY BOULEVARD                         ,72110,5,1,2016,77,496,15.5,A,5,6,35.156,-92.739,6161,294,35.8,43.6,56.4,41.3,2.99,29953,11.6,51.3,94146,635,19.7,55.8,5.9,76.5,18.9,0.3,0,0,0.3,4.1
5252,MN,Minnesota,Kandiyohi,Willmar,RIDGEWATER COLLEGE                                               ,2101 15TH AVENUE NORTHWEST                        ,56201,5,1,2016,136,1073,12.6,P,5,5,45.122,-95.0569,20262,542,34.2,49.6,50.4,47.3,3.13,46740,13.8,59,130863,889,19.9,66,4,77.7,9.2,1.2,0.6,0,9.5,1.8
5256,GA,Georgia,Lowndes,Valdosta,WIREGRASS GEORGIA TECHNICAL COLLEGE                              ,4089 VAL TECH ROAD                                ,31602,5,1,2016,8,59,13.5,P,5,4,30.8502,-83.2788,79294,602,27.6,47.6,52.4,32.3,3.35,31701,10.6,38.9,114582,777,27.1,60.7,10.3,44,51.3,1.5,0.1,0,1.9,1.2
5258,HI,Hawaii,Hawaii,Hilo,HAWAII COMMUNITY COLLEGE                                         ,1175 MANONO STREET                                ,96720,5,1,2016,44,210,20.9,P,5,9,19.6886,-155.0864,45703,330,40,49.4,50.6,42.3,3.42,57151,23,61,304798,942,32.3,57.2,6.2,18.5,0.9,32.6,0.2,9.5,0.7,37.7
5263,MN,Minnesota,Yellow Medicine,Granite Falls,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE                   ,1593 11TH AVENUE                                  ,56241,5,1,2016,99,783,12.6,P,5,5,44.8107,-95.5374,2681,300,46.4,49.1,50.9,52.1,2.54,47083,15.6,68.3,110867,804,13.4,61.3,1.6,88,1,0.3,8.9,0,0.1,1.7
5264,KS,Kansas,Lyon,Emporia,FLINT HILLS TECHNICAL COLLEGE                                    ,3301 WEST 18TH AVENUE                             ,66801,5,1,2016,19,225,8.4,A,5,7,38.4028,-96.1924,24639,796,28.6,48.6,51.4,42.1,2.96,37676,10.9,48.5,88633,780,27.7,69.8,7.3,86.1,2.9,2.6,0.4,0,2.8,5.2
5265,KS,Kansas,Mitchell,Beloit,NORTH CENTRAL KANSAS TECHNICAL COLLEGE                           ,3033 US HIGHWAY 24                                ,67420,4,1,2016,29,273,10.6,A,5,7,39.4645,-98.1083,3187,365,37.7,52.2,47.8,49.3,2.86,41570,10.2,65.6,92366,802,27.4,60.7,4.9,96.9,1,0.5,0.4,0,0.4,0.7
5267,KS,Kansas,Sherman,Goodland,NORTHWEST KANSAS TECHNICAL COLLEGE                               ,1209 HARRISON STREET               PO BOX 668     ,67735,5,1,2016,9,155,5.8,A,5,7,39.349,-101.7142,4474,380,37.2,48.2,51.8,53.6,2.69,52538,7.6,60,81836,724,17,65.5,4.7,90.4,0.4,2,0.2,0,6.1,0.9
5271,KY,Kentucky,Warren,Bowling Green,SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE            ,1845 LOOP DRIVE                                   ,42101,5,1,2016,168,891,18.8,P,5,4,36.9715,-86.4375,90448,668,27.2,49.2,50.8,35,3.1,39901,12.6,39.4,143895,855,30.8,63,7.2,73.8,13.7,4.9,0.1,0.4,3.8,3.3
5273,KY,Kentucky,Boone,Florence,GATEWAY COMMUNITY AND TECHNICAL COLLEGE                          ,500 TECHNOLOGY WAY                                ,41042,5,1,2016,205,1064,19.2,P,5,4,38.99,-84.6471,32305,1169,38.1,48.9,51.1,48.9,3.01,56670,24.9,53,142355,981,24.7,70.1,6.3,88.6,5,2.3,0.2,0,2.1,1.8
5276,ME,Maine,Androscoggin,Auburn,CENTRAL MAINE COMMUNITY COLLEGE                                  ,1250 TURNER STREET                                ,4210,5,1,2016,144,828,17.3,A,5,1,44.085,-70.2492,23033,149,39,48.5,51.5,46.8,2.83,48363,18.4,56.5,152394,1103,27.4,66.1,4.4,91,1,1.6,0.2,0,0.4,5.7
5277,ME,Maine,Penobscot,Bangor,EASTERN MAINE COMMUNITY COLLEGE                                  ,354 HOGAN ROAD                                    ,4401,5,1,2016,122,708,17.2,A,5,1,44.8322,-68.7906,59107,359,37,48.6,51.4,37.5,2.82,40071,14.8,47.4,147032,1058,33.3,61.4,7.4,91.8,1.5,2.5,1.1,0,0.6,2.6
5288,MO,Missouri,Adair,Kirksville,KIRKSVILLE AREA TECHNICAL CENTER                                 ,1103 SOUTH COTTAGE GROVE                          ,63501,3,1,2016,4,18,22.2,B,5,7,40.1986,-92.5753,15942,470,23.1,46,54,27.7,3.09,27667,11,45.4,107865,581,32.8,51.5,6.5,89.8,3.5,3.6,0.3,0.1,0.2,2.6
5289,MO,Missouri,Pulaski,Waynesville,WAYNESVILLE CAREER CENTER                                        ,400 G.W. LANE                                     ,65583,3,1,2016,5,43,11.6,A,5,7,37.8207,-92.22,5230,314,36.2,48.3,51.7,46.5,3.48,55618,16.5,39.4,142612,1013,33.5,62.4,12.8,72.6,14.2,1.6,0,0,2.9,8.7
5291,NH,New Hampshire,Coos,Berlin,WHITE MOUNTAINS COMMUNITY COLLEGE                                ,2020 RIVERSIDE DRIVE                              ,3570,5,1,2016,122,769,15.8,P,5,1,44.4869,-71.2599,11351,64,42.3,56.1,43.9,41.1,2.65,37969,14.2,60.6,89095,783,12.5,49,8.9,90.5,5.9,0.2,0.3,0.3,1.5,1.3
