opeid,stateabv,state,county,city,name,address,zipcode,proglength,schooltype,year1,num1,denom1,drate1,prate1,ethniccode,region,lat,lng,population,density,agemedian,male,female,married,familysize,incomehouseholdmedian,incomehouseholdsixfigure,homeownership,homevalue,rentmedian,educationcollegeorabove,laborforceparticipation,unemploymentrate,racewhite,raceblack,raceasian,racenative,racepacific,raceother,racemultiple
3352,PA,Pennsylvania,Philadelphia,Philadelphia,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE                     ,4170 CITY AVENUE                                  ,19131,8,2,2016,7,799,0.8,P,5,3,40.0077,-75.1339,5637884,4547,34.1,47.3,52.7,29.6,3.58,40649,17,52.2,147636,890,27,59.6,11.3,41.6,42.6,7.1,0.4,0.1,5.6,2.8
3353,PA,Pennsylvania,Philadelphia,Philadelphia,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA                       ,600 SOUTH 43RD STREET                             ,19104,8,2,2016,16,599,2.6,P,5,3,40.0077,-75.1339,5637884,4547,34.1,47.3,52.7,29.6,3.58,40649,17,52.2,147636,890,27,59.6,11.3,41.6,42.6,7.1,0.4,0.1,5.6,2.8
3356,PA,Pennsylvania,Allegheny,Pittsburgh,PITTSBURGH THEOLOGICAL SEMINARY                                  ,616 NORTH HIGHLAND AVENUE                         ,15206,8,2,2016,5,102,4.9,B,5,3,40.4396,-79.9763,1715297,2108,32.9,48.9,51.1,31.2,2.9,44092,19,48.1,108716,818,41.9,63,7,66.6,23.6,5.6,0.2,0,0.5,3.4
3357,PA,Pennsylvania,Allegheny,Pittsburgh,POINT PARK UNIVERSITY                                            ,201 WOOD STREET                                   ,15222,8,2,2016,85,1194,7.1,A,5,3,40.4396,-79.9763,1715297,2108,32.9,48.9,51.1,31.2,2.9,44092,19,48.1,108716,818,41.9,63,7,66.6,23.6,5.6,0.2,0,0.5,3.4
3358,PA,Pennsylvania,Allegheny,Pittsburgh,REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY                       ,7418 PENN AVENUE                                  ,15208,8,2,2016,0,23,0,B,5,3,40.4396,-79.9763,1715297,2108,32.9,48.9,51.1,31.2,2.9,44092,19,48.1,108716,818,41.9,63,7,66.6,23.6,5.6,0.2,0,0.5,3.4
3359,PA,Pennsylvania,Allegheny,Coraopolis,ROBERT MORRIS UNIVERSITY                                         ,6001 UNIVERSITY BOULEVARD                         ,15108,8,2,2016,64,1396,4.5,A,5,3,40.49998,-80.19959,41524,392.6,40.6,49.4,50.6,52.7,2.92,74978,36.2,72.3,191238,945,45.4,66.8,4.3,86.3,6.4,3.8,0.1,0,0.3,3.2
3362,PA,Pennsylvania,Westmoreland,Greensburg,SETON HILL UNIVERSITY                                            ,1 SETON HILL DRIVE                                ,15601,8,2,2016,25,581,4.3,A,5,3,40.3113,-79.5444,14299,1361,38.8,45,55,35.1,2.75,36412,12.1,50.5,123212,866,32.8,59.1,6.2,88,6.1,1.4,0,0,0.1,4.4
3366,PA,Pennsylvania,Cambria,Loretto,SAINT FRANCIS UNIVERSITY                                         ,110 FRANCISCAN WAY                                ,15940,8,2,2016,28,661,4.2,A,5,3,40.5086,-78.635,1290,520,20.1,36.8,63.2,5.9,2.45,24583,13.9,53.9,115579,556,53.1,33,9.4,92.9,4,1.7,0.1,0,0.2,1.1
3367,PA,Pennsylvania,Philadelphia,Philadelphia,SAINT JOSEPH'S UNIVERSITY                                        ,5600 CITY AVENUE                                  ,19131,8,2,2016,72,1982,3.6,A,5,3,40.0077,-75.1339,5637884,4547,34.1,47.3,52.7,29.6,3.58,40649,17,52.2,147636,890,27,59.6,11.3,41.6,42.6,7.1,0.4,0.1,5.6,2.8
3368,PA,Pennsylvania,Westmoreland,Latrobe,SAINT VINCENT COLLEGE & SEMINARY                                 ,300 FRASER PURCHASE ROAD                          ,15650,8,2,2016,18,442,4,A,5,3,40.3125,-79.3826,7949,1325,42.8,51.5,48.5,48.1,2.93,47538,14.3,63.5,111463,843,23.9,64.6,4.5,97.2,0.9,0.7,0.2,0,0,1
