opeid,agemedian,cdr2014_log,cdr2015_log,cdr2016_log,cohort2014_log,cohort2015_log,cohort2016_log,density_log,educationcollegeorabove,familysize_log,female_sqrt,homeownership,homevalue_log,incomehouseholdmedian_log,incomehouseholdsixfigure_log,laborforceparticipation_sqrt,male_reciprocal,married,population_log,proglength,raceasian_log,raceblack_log,racemultiple_log,racenative_reciprocal,raceother_log,racepacific,racewhite,rentmedian_log,unemploymentrate_log
2139,0.28460039,0.330664453,0.305731339,0.252683862,0.530667499,0.539874616,0.495906991,0.720148128,0.296336207,0.462606251,0.45373912,0.392444911,0.464358648,0.42241618,0.686181756,0.48217777,0.500016922,0.417789757,0.676092442,0.7,0.492152125,0.578169181,0.450330843,0.660958904,0.464466688,0,0.690283401,0.591802956,0.5722029
2140,0.389863548,0.476092568,0.408888488,0.502243095,0.500223671,0.523570813,0.489705407,0.636324713,0.157327586,0.386861446,0.45373912,0.551941238,0.421455382,0.443974927,0.664947185,0.464264506,0.500016922,0.501347709,0.481651778,0.7,0.23944622,0.363410763,0.349886877,0.830479452,0.443599255,0,0.861336032,0.481834276,0.587485703
2141,0.28460039,0.170842204,0.039505265,0.244355769,0.516654346,0.519536568,0.485589392,0.720148128,0.296336207,0.462606251,0.45373912,0.392444911,0.464358648,0.42241618,0.686181756,0.48217777,0.500016922,0.417789757,0.676092442,0.5,0.492152125,0.578169181,0.450330843,0.660958904,0.464466688,0,0.690283401,0.591802956,0.5722029
2143,0.372319688,0.476092568,0.463707536,0.481332923,0.561868852,0.573165431,0.544415259,0.620442744,0.639008621,0.488872832,0.413064334,0.81636936,0.695988778,0.766611806,0.928734254,0.37993951,0.549403977,0.663072776,0.419538531,0.7,0.471662076,0.604176088,0.385410869,1,0.187229497,0,0.738866397,0.80841933,0.424923775
2145,0.384015595,0.405580346,0.505326759,0.5240816,0.472506672,0.49318361,0.450347462,0.735833074,0.443965517,0.432264739,0.442924465,0.450157398,0.607996296,0.575084995,0.801985076,0.349689421,0.513040856,0.566037736,0.528439614,0.7,0.79097562,0.40107502,0.300085773,0.907534247,0.174917193,0.003816794,0.619433198,0.681867735,0.51253961
2146,0.2417154,0.294895127,0.258698005,0.244355769,0.575037507,0.583879674,0.554838357,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2147,0.2417154,0.335324398,0.335324398,0.391270055,0.525124465,0.539165628,0.502371698,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2148,0.415204678,0.25203043,0.245151152,0.283349204,0.552035219,0.571918708,0.535007458,0.651950042,0.49137931,0.401037937,0.416883418,0.587618048,0.613058448,0.602791231,0.824992161,0.386420617,0.544723193,0.561994609,0.456560337,0.7,0.222211819,0.151044022,0.271306565,0.907534247,0.148329239,0,0.947368421,0.722213342,0.492119289
2150,0.2417154,0.641392805,0.604787047,0.621176873,0.546106551,0.556484827,0.511093146,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2151,0.2417154,0.66275779,0.64362663,0.715665746,0.469243794,0.47729602,0.4320752,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.5,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2155,0.210526316,0.114976033,0.170842204,0.139497235,0.650059718,0.647769491,0.618607677,0.868863891,0.796336207,0.309188348,0.455522673,0.330535152,0.740079539,0.648750691,0.860091598,0.356574614,0.497877213,0.386792453,0.545076237,0.7,0.654745788,0.537824708,0.450330843,0.830479452,0.285511775,0.003816794,0.664979757,0.728125263,0.487841177
2160,0.210526316,0.361357155,0.344353999,0.329004114,0.617104689,0.621915594,0.584881961,0.868863891,0.796336207,0.309188348,0.455522673,0.330535152,0.740079539,0.648750691,0.860091598,0.356574614,0.497877213,0.386792453,0.545076237,0.7,0.654745788,0.537824708,0.450330843,0.830479452,0.285511775,0.003816794,0.664979757,0.728125263,0.487841177
2161,0.26705653,0.391818321,0.391818321,0.433013536,0.677234814,0.691100101,0.667508,0.778361161,0.216594828,0.508158208,0.479959401,0.393494229,0.495934913,0.441982512,0.692491457,0.420702025,0.46881106,0.431266846,0.543278318,0.7,0.718846614,0.461154216,0.349886877,0.660958904,0.545919253,0.003816794,0.603238866,0.601672329,0.59911259
2164,0.2417154,0,0.150190483,0,0.383643716,0.381819695,0.324257978,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2165,0.2417154,0.215216866,0.238046284,0.217459891,0.609229617,0.624701603,0.60569591,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2167,0.46588694,0.646934772,0.636854858,0.603189002,0.524658477,0.518995862,0.470940808,0.539002873,0.274784483,0.324424327,0.424444944,0.59706191,0.418839781,0.429776892,0.688304709,0.428199082,0.535480124,0.517520216,0.482880911,0.4,0.255491064,0.379265788,0.410838503,0.709393346,0.277237192,0,0.872469636,0.496651555,0.587485703
2170,0.304093567,0.635705364,0.574901989,0.662416893,0.599013297,0.601181824,0.577398903,0.608246051,0.233836207,0.465925043,0.451950251,0.376705142,0.43095416,0.357897457,0.638881406,0.533014821,0.502165383,0.398921833,0.453380613,0.4,0.222211819,0.341817819,0.349886877,0.709393346,0.511807605,0.003816794,0.847165992,0.526667955,0.645958005
2172,0.409356725,0.618937294,0.586777786,0.64583498,0.5806385,0.591184975,0.552692329,0.525297535,0.173491379,0.346879195,0.467862562,0.488982162,0.420456133,0.444316312,0.649170341,0.479456221,0.483139856,0.502695418,0.39404313,0.4,0.19369967,0.25346273,0.422716454,0.830479452,0.250649237,0,0.908906883,0.532855562,0.51253961
2173,0.495126706,0.591068601,0.567134883,0.615922202,0.595487812,0.605639321,0.569907767,0.618132454,0.417025862,0.432264739,0.437442024,0.685204617,0.606017183,0.611008646,0.835669804,0.413101259,0.519674669,0.632075472,0.419538531,0.4,0.270500012,0.171813107,0.2609978,0.907534247,0.187229497,0,0.938259109,0.694651296,0.450903055
2174,0.362573099,0.585328423,0.592480196,0.633003406,0.593803822,0.592178847,0.561431487,0.609509022,0.295258621,0.435678807,0.448356373,0.570828961,0.526808365,0.545974447,0.7777793,0.351419974,0.506488774,0.540431267,0.493744689,0.4,0.19369967,0.307468823,0.391993111,0.907534247,0.586059574,0,0.827935223,0.642738446,0.516442983
2175,0.28460039,0.583869299,0.599403439,0.655022952,0.636002038,0.658403046,0.620706534,0.720148128,0.296336207,0.462606251,0.45373912,0.392444911,0.464358648,0.42241618,0.686181756,0.48217777,0.500016922,0.417789757,0.676092442,0.4,0.492152125,0.578169181,0.450330843,0.660958904,0.464466688,0,0.690283401,0.591802956,0.5722029
2176,0.385964912,0.599403439,0.57943203,0.663868434,0.608205195,0.616736307,0.590623196,0.648965534,0.130387931,0.365238298,0.422563984,0.330535152,0.487587043,0.370010588,0.595472051,0.503528616,0.537776235,0.471698113,0.523860513,0.4,0.255491064,0.414489129,0.470573423,0.907534247,0.508465144,0.007633588,0.807692308,0.537033182,0.645958005
2177,0.30994152,0.592480196,0.550711944,0.622902891,0.559131249,0.573450541,0.549134984,0.708180118,0.162715517,0.560985361,0.426319728,0.517313746,0.492956834,0.46771324,0.704603686,0.378306291,0.533193681,0.46361186,0.529844516,0.4,0.255491064,0.814477312,0.416842038,0.709393346,0.622830265,0,0.414979757,0.646133702,0.633746921
2178,0.210526316,0.1390763,0.150190483,0.111544223,0.5498754,0.54665514,0.503960826,0.868863891,0.796336207,0.309188348,0.455522673,0.330535152,0.740079539,0.648750691,0.860091598,0.356574614,0.497877213,0.386792453,0.545076237,0.7,0.654745788,0.537824708,0.450330843,0.830479452,0.285511775,0.003816794,0.664979757,0.728125263,0.487841177
2180,0.2417154,0.325902085,0.380891011,0.458400834,0.505677153,0.523055409,0.469818863,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2183,0.044834308,0.408888488,0.398808574,0.451420145,0.658435442,0.668924869,0.646872319,0.693550897,0.332974138,0.462606251,0.426319728,0.333683106,0.543492142,0.530397285,0.73143587,0.339171735,0.533193681,0.258760108,0.320579518,0.7,0.230988634,0.545089063,0.36465533,0.907534247,0.250649237,0.007633588,0.820850202,0.451985067,0.59911259
2184,0.307992203,0.418520254,0.430730756,0.478189482,0.581352428,0.596836236,0.56807949,0.577557722,0.197198276,0.442474445,0.450156018,0.503672613,0.431910334,0.461275018,0.700638275,0.432649267,0.504322649,0.486522911,0.4543672,0.7,0.374287643,0.350713358,0.422716454,0.830479452,0.534041665,0,0.806680162,0.579963006,0.643559996
2185,0.366471735,0.35722981,0.373287456,0.440548337,0.587075731,0.598121062,0.567677341,0.655072802,0.480603448,0.393973163,0.424444944,0.522560336,0.599653984,0.581541001,0.822678194,0.317393222,0.535480124,0.619946092,0.503725126,0.7,0.505755885,0.444803264,0.460639607,0.660958904,0.540050334,0,0.726720648,0.695715584,0.479073957
2187,0.458089669,0.47122317,0.461143257,0.496454362,0.522128302,0.524761325,0.483657868,0.480550783,0.237068966,0.270121623,0.420676784,0.530954879,0.371859466,0.365178252,0.600209726,0.520359318,0.540082075,0.424528302,0.379314052,0.7,0.109303098,0.20821594,0.465651672,0.907534247,0.161973219,0.007633588,0.920040486,0.423096098,0.643559996
2188,0.323586745,0.458548267,0.433678816,0.50508536,0.637426459,0.645778829,0.625211059,0.726193113,0.417025862,0.379702159,0.387574932,0.482686254,0.572559635,0.543911857,0.762355135,0.376667795,0.580832103,0.467654987,0.459883083,0.7,0.291340036,0.417717491,0.445026796,0.660958904,0.605114068,0,0.768218623,0.664295692,0.504557637
2189,0.358674464,0.365407349,0.339886231,0.421242877,0.612065693,0.62869084,0.599789593,0.52101876,0.317887931,0.404552914,0.451950251,0.670514166,0.475781442,0.5262235,0.744152883,0.422209597,0.502165383,0.528301887,0.456314366,0.7,0.270500012,0.20821594,0.227508995,0.907534247,0.250649237,0.003816794,0.929149798,0.556058064,0.531510421
2190,0.28460039,0.408888488,0.398808574,0.458400834,0.595354335,0.605119288,0.578556028,0.720148128,0.296336207,0.462606251,0.45373912,0.392444911,0.464358648,0.42241618,0.686181756,0.48217777,0.500016922,0.417789757,0.676092442,0.7,0.492152125,0.578169181,0.450330843,0.660958904,0.464466688,0,0.690283401,0.591802956,0.5722029
2194,0.2417154,0.305731339,0.277551548,0.12593204,0.42267293,0.423658962,0.358151975,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2197,0.356725146,0.458548267,0.466241823,0.478189482,0.516996516,0.514350028,0.47487355,0.464836657,0.282327586,0.462606251,0.493504416,0.718782791,0.507047588,0.537367344,0.798774875,0.381567503,0.452914117,0.568733154,0.343303047,0.7,0.304263248,0.232011608,0.227508995,0.660958904,0.198968923,0,0.924089069,0.577378299,0.596252924
2199,0.2417154,0.258698005,0.265166517,0.260729592,0.716211693,0.724588382,0.700515536,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2205,0.384015595,0.57642255,0.58821752,0.583725124,0.568574583,0.579667545,0.56372757,0.735833074,0.443965517,0.432264739,0.442924465,0.450157398,0.607996296,0.575084995,0.801985076,0.349689421,0.513040856,0.566037736,0.528439614,0.4,0.79097562,0.40107502,0.300085773,0.907534247,0.174917193,0.003816794,0.619433198,0.681867735,0.51253961
2208,0.2417154,0.198541019,0.230700527,0.268511479,0.60021917,0.60775123,0.590749731,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2209,0.385964912,0.16076229,0.230700527,0.197671242,0.544893021,0.544410318,0.503486872,0.511959552,0.59375,0.357932403,0.356561561,0.523609654,0.562768037,0.529633832,0.772027389,0.423713055,0.619402985,0.448787062,0.422902772,0.7,0.424313513,0.272990157,0.398420463,0.907534247,0.231227952,0,0.872469636,0.58053506,0.51253961
2211,0.259259259,0.447845891,0.45326315,0.507893988,0.630706745,0.638196872,0.608201695,0.717440572,0.169181034,0.488872832,0.418783284,0.440713536,0.381540593,0.350310833,0.598641557,0.517798495,0.542397707,0.367924528,0.69646326,0.7,0.270500012,0.674558746,0.450330843,0.660958904,0.639383882,0,0.598178138,0.514667098,0.666623965
2217,0.399610136,0.223096973,0.245151152,0.23572477,0.533095933,0.542241596,0.490978525,0.511959552,0.492456897,0.43908202,0.442924465,0.809024134,0.602762091,0.705739631,0.893863982,0.315530166,0.513040856,0.657681941,0.40740147,0.7,0.270500012,0.346310977,0.227508995,1,0.187229497,0,0.913967611,0.721418254,0.500475477
2218,0.2417154,0.335324398,0.348731503,0.377167314,0.642930673,0.651125163,0.618937226,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2219,0.315789474,0.170842204,0.207039327,0.217459891,0.623446194,0.62869084,0.600476957,0.762396837,0.507543103,0.408056385,0.441102669,0.554039874,0.641848454,0.637323624,0.851560964,0.358280705,0.515242971,0.532345013,0.485218701,0.7,0.551219116,0.495120001,0.391993111,0.907534247,0.198968923,0,0.768218623,0.694864387,0.470009486
2221,0.035087719,0.325902085,0.305731339,0.329004114,0.721299069,0.733652784,0.718036789,0.57589401,0.691810345,0.34316928,0.469605226,0.416579224,0.585151866,0.453169304,0.75618951,0.542967585,0.481068273,0.222371968,0.452362929,0.7,0.612066774,0.427125159,0.416842038,0.618578767,0.174917193,0.003816794,0.755060729,0.634118345,0.638698475
2222,0.2417154,0.421637992,0.391818321,0.454936154,0.686473498,0.695012189,0.677986969,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2225,0.2417154,0.294895127,0.335324398,0.329004114,0.575800746,0.57523422,0.550109635,0.842456031,0.483836207,0.43908202,0.437442024,0.321091291,0.648165259,0.525176133,0.793541354,0.366723059,0.519674669,0.35309973,0.87348979,0.7,0.546831099,0.712473277,0.484827954,0.709393346,0.530982813,0,0.522267206,0.723204923,0.565836498
2226,0.259259259,0.305731339,0.294895127,0.346167709,0.573922583,0.57523422,0.552124432,0.717440572,0.169181034,0.488872832,0.418783284,0.440713536,0.381540593,0.350310833,0.598641557,0.517798495,0.542397707,0.367924528,0.69646326,0.7,0.270500012,0.674558746,0.450330843,0.660958904,0.639383882,0,0.598178138,0.514667098,0.666623965
2227,0.419103314,0.300380966,0.289266783,0.297313602,0.474802057,0.487076856,0.442856555,0.491411252,0.40625,0.404552914,0.450156018,0.831059811,0.569174468,0.697525018,0.889153355,0.302263372,0.504322649,0.634770889,0.389080387,0.5,0.255491064,0.312719931,0.227508995,0.830479452,0.102319999,0,0.927125506,0.691225875,0.465359347
2229,0.200779727,0.170842204,0,0.079853712,0.423723125,0.446541113,0.402815335,0.319762305,0.649784483,0.285919835,0.393563904,0.741867786,0.552417608,0.600364368,0.834569404,0.519080172,0.573421104,0.431266846,0.305846663,0.7,0.462296059,0.394045041,0.455533854,0.518204758,0.250649237,0,0.813765182,0.563295425,0.535148249
2233,0.28460039,0.16076229,0.16076229,0.176081246,0.56236611,0.569368643,0.538028016,0.720148128,0.296336207,0.462606251,0.45373912,0.392444911,0.464358648,0.42241618,0.686181756,0.48217777,0.500016922,0.417789757,0.676092442,0.7,0.492152125,0.578169181,0.450330843,0.660958904,0.464466688,0,0.690283401,0.591802956,0.5722029
2234,0.272904483,0.47122317,0.468746811,0.521459183,0.526659239,0.52968155,0.488415002,0.643932111,0.189655172,0.41502911,0.45373912,0.542497377,0.211580198,0.343057961,0.515891987,0.539252675,0.500016922,0.389487871,0.460820357,0.7,0.042400334,0.417717491,0.391993111,0.830479452,0.390530753,0.003816794,0.866396761,0.307169469,0.581476995
2235,0.185185185,0.335324398,0.344353999,0.454936154,0.495057732,0.489930705,0.440119568,0.606647864,0.159482759,0.393973163,0.446551265,0.573976915,0.1542609,0.271569163,0.444229942,0.573161038,0.508663814,0.346361186,0.319211767,0.5,0.061014906,0.76126424,0.480158612,0.518204758,0.174917193,0,0.607287449,0.258019401,0.67100728
2236,0.216374269,0.353022317,0.35722981,0.425231649,0.497465194,0.506340238,0.458569766,0.582411072,0.238146552,0.28199209,0.414977124,0.548793284,0.246803903,0.311183312,0.508967401,0.560038986,0.547058595,0.41509434,0.372726807,0.5,0,0.290910699,0.334274065,0.491438356,0.066208191,0,0.934210526,0.357449922,0.693909513
2237,0.438596491,0.654462841,0.654462841,0.673787992,0.51024263,0.507797931,0.45334715,0.556575756,0.176724138,0.28983322,0.428188394,0.605456453,0.219703283,0.349814929,0.511299352,0.516514272,0.530916844,0.510781671,0.357085957,0.5,0.123401839,0.139866677,0.271306565,0.709393346,0.02405173,0,0.961538462,0.283370188,0.581476995
2238,0.28460039,0.384595016,0.398808574,0.408857826,0.541014915,0.543197273,0.50364512,0.60792816,0.354525862,0.421956703,0.399487178,0.485834208,0.313686637,0.357367544,0.612376541,0.425212434,0.56610656,0.599730458,0.299864522,0.7,0.412779348,0.582724967,0.550370441,0.618578767,0.31613745,0,0.71659919,0.318544458,0.604741772
2239,0.22417154,0.325902085,0.424711506,0.351623726,0.529057663,0.530789495,0.478855447,0.707910215,0.346982759,0.479098248,0.457300956,0.521511018,0.33388275,0.411091027,0.612376541,0.383190319,0.495746201,0.440700809,0.692810629,0.7,0.263116599,0.662393142,0.480158612,0.709393346,0.45632559,0,0.672064777,0.402872496,0.569038647
2240,0.502923977,0.629864605,0.660713632,0.738919074,0.527566742,0.533573482,0.476360047,0.528170436,0.188577586,0.301488247,0.411144982,0.633788038,0.241901641,0.312621403,0.486815308,0.563642389,0.551759404,0.520215633,0.392130744,0.4,0.078249306,0.115629447,0.410838503,0.28203062,0.04600924,0,0.925101215,0.29841448,0.552630047
2241,0.22417154,0.245151152,0.283488333,0.290434097,0.557255005,0.565913337,0.531652511,0.707910215,0.346982759,0.479098248,0.457300956,0.521511018,0.33388275,0.411091027,0.612376541,0.383190319,0.495746201,0.440700809,0.692810629,0.7,0.263116599,0.662393142,0.480158612,0.709393346,0.45632559,0,0.672064777,0.402872496,0.569038647
2242,0.22417154,0,0,0.340583303,0.374753476,0.373126771,0.286248266,0.707910215,0.346982759,0.479098248,0.457300956,0.521511018,0.33388275,0.411091027,0.612376541,0.383190319,0.495746201,0.440700809,0.692810629,0.7,0.263116599,0.662393142,0.480158612,0.709393346,0.45632559,0,0.672064777,0.402872496,0.569038647
2246,0.354775828,0.527313067,0.433678816,0.546464005,0.45438409,0.453888351,0.392701589,0.608404672,0.239224138,0.383287789,0.401447372,0.476390346,0.394359506,0.432534509,0.621088516,0.475350911,0.563689489,0.539083558,0.325560815,0.7,0.297891398,0.151044022,0.326119733,0.581184529,0.04600924,0.007633588,0.930161943,0.466046727,0.45580918
2249,0.22417154,0.545532118,0.513582199,0.534290757,0.707355857,0.701648088,0.659052248,0.707910215,0.346982759,0.479098248,0.457300956,0.521511018,0.33388275,0.411091027,0.612376541,0.383190319,0.495746201,0.440700809,0.692810629,0.7,0.263116599,0.662393142,0.480158612,0.709393346,0.45632559,0,0.672064777,0.402872496,0.569038647
2254,0.033138402,0.207039327,0.223096973,0.12593204,0.475366177,0.48654745,0.422917304,0.683753336,0.753232759,0.335710647,0.457300956,0.305351522,0.428637481,0.353189305,0.69145205,0.571978278,0.495746201,0.18328841,0.470316063,0.7,0.598281525,0.473901152,0.410838503,0.765279241,0.133905189,0,0.752024291,0.566864229,0.641140285
2259,0.093567251,0.517594888,0.509493793,0.54882548,0.732368059,0.739267675,0.71792077,0.720512519,0.433189655,0.390423211,0.514923656,0.273871983,0.361410083,0.338908128,0.600209726,0.313659264,0.428112921,0.208894879,0.395894081,0.7,0.277656207,0.731503002,0.465651672,0.907534247,0.285511775,0.003816794,0.626518219,0.501934528,0.638698475
2260,0.046783626,0.458548267,0.458548267,0.493506171,0.697408639,0.704428929,0.686620829,0.632003264,0.295258621,0.462606251,0.498510459,0.350472193,0.258672397,0.212402452,0.499390158,0.550336447,0.447079846,0.160377358,0.359298257,0.7,0.19369967,0.414489129,0.416842038,0.618578767,0.02405173,0,0.884615385,0.303691083,0.675319894
2263,0.454191033,0.699189541,0.660713632,0.687276071,0.474518561,0.442612964,0.37608478,0.526902317,0.087284483,0.383287789,0.457300956,0.684155299,0.257354941,0.41676292,0.555399549,0.550336447,0.495746201,0.521563342,0.156230847,0.4,0,0.414489129,0.434099345,0.765279241,0.148329239,0,0.891700405,0.320780078,0.4606269
2264,0.545808967,0.637998286,0.616432306,0.64583498,0.480543359,0.48218829,0.415618663,0.500149673,0.174568966,0.285919835,0.486768128,0.681007345,0.136956929,0.268280913,0.4410826,0.542967585,0.460800125,0.510781671,0.292845445,0.4,0.061014906,0.20821594,0.202660068,0.547945205,0,0.003816794,0.95951417,0.193333436,0.607512535
2265,0.22417154,0.548999057,0.559078971,0.629684103,0.458268018,0.479633608,0.44951266,0.707910215,0.346982759,0.479098248,0.457300956,0.521511018,0.33388275,0.411091027,0.612376541,0.383190319,0.495746201,0.440700809,0.692810629,0.7,0.263116599,0.662393142,0.480158612,0.709393346,0.45632559,0,0.672064777,0.402872496,0.569038647
2266,0.22417154,0.427742032,0.461143257,0.458400834,0.576724218,0.575697413,0.538795699,0.707910215,0.346982759,0.479098248,0.457300956,0.521511018,0.33388275,0.411091027,0.612376541,0.383190319,0.495746201,0.440700809,0.692810629,0.7,0.263116599,0.662393142,0.480158612,0.709393346,0.45632559,0,0.672064777,0.402872496,0.569038647
2267,0.22417154,0.674633587,0.61133374,0.669587417,0.723903096,0.716095637,0.689593879,0.707910215,0.346982759,0.479098248,0.457300956,0.521511018,0.33388275,0.411091027,0.612376541,0.383190319,0.495746201,0.440700809,0.692810629,0.4,0.263116599,0.662393142,0.480158612,0.709393346,0.45632559,0,0.672064777,0.402872496,0.569038647
2268,0.027290448,0.348731503,0.344353999,0.372273815,0.726775042,0.733936902,0.721676523,0.518648111,0.330818966,0.517672133,0.448356373,0.511017838,0.417242706,0.427458042,0.697617676,0.429686417,0.506488774,0.365229111,0.391607547,0.7,0.230988634,0.355028558,0.404700046,0.618578767,0.336890412,0,0.872469636,0.489855115,0.581476995
2269,0.247563353,0.722791434,0.700902428,0.636276925,0.367914266,0.376124955,0.293734631,0.660775065,0.251077586,0.452587681,0.439275207,0.478488982,0.224379525,0.36401668,0.520392762,0.397570571,0.517454223,0.409703504,0.637010048,0.5,0.359898024,0.683256992,0.637024736,0.660958904,0.35606562,0.003816794,0.608299595,0.374807667,0.650690452
2270,0.245614035,0.696594551,0.664782842,0.742062515,0.737949439,0.71887006,0.695966717,0.691857828,0.292025862,0.667672396,0.450156018,0.644281217,0.340530824,0.454023129,0.700638275,0.546662065,0.504322649,0.64690027,0.528744688,0.5,0.263116599,0.341817819,0.385410869,0.907534247,0.084909498,0,0.903846154,0.436569199,0.59911259
2273,0.200779727,0.230700527,0.265166517,0.260729592,0.535865321,0.548714754,0.516215639,0.613975981,0.314655172,0.452587681,0.442924465,0.589716684,0.352710409,0.47661956,0.675255763,0.40383719,0.513040856,0.514824798,0.534542336,0.5,0.328136292,0.341817819,0.450330843,0.660958904,0.439210411,0.003816794,0.835020243,0.413993805,0.487841177
2274,0.243664717,0.673668423,0.641392805,0.713327537,0.624394948,0.619475746,0.58727272,0.66168219,0.153017241,0.482366371,0.420676784,0.518363064,0.179420163,0.290253917,0.494444217,0.502215353,0.540082075,0.385444744,0.522260811,0.5,0.09429415,0.683256992,0.465651672,0.830479452,0.231227952,0.003816794,0.708502024,0.29841448,0.664405062
2275,0.128654971,0.114976033,0.07290649,0,0.468331333,0.4558207,0.428656569,0.664067264,0.340517241,0.401037937,0.476527132,0.420776495,0.284148899,0.353234799,0.587347296,0.425212434,0.472864307,0.300539084,0.601162237,0.5,0.270500012,0.676521916,0.542987564,0.765279241,0.161973219,0,0.686234818,0.3848623,0.61025488
2276,0.333333333,0.70175382,0.693968106,0.742062515,0.635052581,0.634319075,0.585217629,0.554581421,0.207974138,0.432264739,0.441102669,0.580272823,0.23830824,0.37303713,0.618221837,0.498259061,0.515242971,0.482479784,0.510392721,0.4,0.310465162,0.649507983,0.515452776,0.547945205,0.118606434,0.003816794,0.710526316,0.338217033,0.612969383
2278,0.247563353,0.633387919,0.644734965,0.656520284,0.713481944,0.71268147,0.68271471,0.660775065,0.251077586,0.452587681,0.439275207,0.478488982,0.224379525,0.36401668,0.520392762,0.397570571,0.517454223,0.409703504,0.637010048,0.4,0.359898024,0.683256992,0.637024736,0.660958904,0.35606562,0.003816794,0.608299595,0.374807667,0.650690452
2279,0.442495127,0.415357,0.427742032,0.436810838,0.540758419,0.527421072,0.484241458,0.6527115,0.377155172,0.404552914,0.379483555,0.454354669,0.339779402,0.468213471,0.69145205,0.475350911,0.590866804,0.456873315,0.50614795,0.7,0.247606987,0.92918924,0.410838503,0.907534247,0.148329239,0,0.226720648,0.529611199,0.601941995
2282,0.50877193,0.395341635,0.436587303,0.444227888,0.587001944,0.58852892,0.54191164,0.646132325,0.36637931,0.401037937,0.446551265,0.840503673,0.414619131,0.589363055,0.796826541,0.447234973,0.508663814,0.702156334,0.528382236,0.7,0.310465162,0.367483974,0.239134147,0.907534247,0.02405173,0,0.908906883,0.493446986,0.465359347
2288,0.432748538,0.485514881,0.487807803,0.484435272,0.496160646,0.505283404,0.465193731,0.628320159,0.587284483,0.418498511,0.455522673,0.753410283,0.515109275,0.642309119,0.852581516,0.434124844,0.497877213,0.754716981,0.507345687,0.7,0.594703639,0.367483974,0.342192007,0.830479452,0.133905189,0,0.800607287,0.579103344,0.424923775
2290,0.033138402,0.325902085,0.294895127,0.351623726,0.754289612,0.763419624,0.753623371,0.683753336,0.753232759,0.335710647,0.457300956,0.305351522,0.428637481,0.353189305,0.69145205,0.571978278,0.495746201,0.18328841,0.470316063,0.7,0.598281525,0.473901152,0.410838503,0.765279241,0.133905189,0,0.752024291,0.566864229,0.641140285
